tweet,original_sentiment,conllu_parse
"If you think there's a correlation between Corona beer and Coronavirus, there's no other way to put it: You are stupid",negative,"# text = If you think there's a correlation between Corona beer and Coronavirus, there's no other way to put it: You are stupid
1	If	if	SCONJ	IN	_	3	mark	_	_
2	you	you	PRON	PRP	_	3	nsubj	_	_
3	think	think	VERB	VBP	_	15	advcl	_	_
4	there	there	PRON	EX	_	5	expl	_	_
5	's	be	VERB	VBZ	_	3	ccomp	_	_
6	a	a	DET	DT	_	7	det	_	_
7	correlation	correlation	NOUN	NN	_	5	attr	_	_
8	between	between	ADP	IN	_	7	prep	_	_
9	Corona	Corona	PROPN	NNP	_	10	compound	_	_
10	beer	beer	NOUN	NN	_	8	pobj	_	_
11	and	and	CCONJ	CC	_	10	cc	_	_
12	Coronavirus	Coronavirus	PROPN	NNP	_	10	conj	_	_
13	,	,	PUNCT	,	_	15	punct	_	_
14	there	there	PRON	EX	_	15	expl	_	_
15	's	be	VERB	VBZ	_	24	ccomp	_	_
16	no	no	DET	DT	_	18	det	_	_
17	other	other	ADJ	JJ	_	18	amod	_	_
18	way	way	NOUN	NN	_	15	attr	_	_
19	to	to	PART	TO	_	20	aux	_	_
20	put	put	VERB	VB	_	18	relcl	_	_
21	it	it	PRON	PRP	_	20	dobj	_	_
22	:	:	PUNCT	:	_	24	punct	_	_
23	You	you	PRON	PRP	_	24	nsubj	_	_
24	are	be	AUX	VBP	_	0	ROOT	_	_
25	stupid	stupid	ADJ	JJ	_	24	acomp	_	_"
@EWErickson @rushlimbaugh No one is rooting for Coronavirus or for the markets to fail. Stop projecting and lying about Democrats.,negative,"# text = @EWErickson @rushlimbaugh
1	@EWErickson	@EWErickson	PROPN	NNP	_	2	compound	_	_
2	@rushlimbaugh	@rushlimbaugh	PROPN	NNP	_	0	ROOT	_	_

# text = No one is rooting for Coronavirus or for the markets to fail.
1	No	no	DET	DT	_	2	det	_	_
2	one	one	NOUN	NN	_	4	nsubj	_	_
3	is	be	AUX	VBZ	_	4	aux	_	_
4	rooting	root	VERB	VBG	_	0	ROOT	_	_
5	for	for	ADP	IN	_	4	prep	_	_
6	Coronavirus	Coronavirus	PROPN	NNP	_	5	pobj	_	_
7	or	or	CCONJ	CC	_	5	cc	_	_
8	for	for	SCONJ	IN	_	12	mark	_	_
9	the	the	DET	DT	_	10	det	_	_
10	markets	market	NOUN	NNS	_	12	nsubj	_	_
11	to	to	PART	TO	_	12	aux	_	_
12	fail	fail	VERB	VB	_	4	advcl	_	_
13	.	.	PUNCT	.	_	4	punct	_	_

# text = Stop projecting and lying about Democrats.
1	Stop	stop	VERB	VB	_	0	ROOT	_	_
2	projecting	project	VERB	VBG	_	1	xcomp	_	_
3	and	and	CCONJ	CC	_	2	cc	_	_
4	lying	lie	VERB	VBG	_	2	conj	_	_
5	about	about	ADP	IN	_	4	prep	_	_
6	Democrats	Democrats	PROPN	NNPS	_	5	pobj	_	_
7	.	.	PUNCT	.	_	1	punct	_	_"
I've never even had the flu! #coronavirus,neutral,"# text = I've never even had the flu!
1	I	I	PRON	PRP	_	5	nsubj	_	_
2	've	have	AUX	VBP	_	5	aux	_	_
3	never	never	ADV	RB	_	5	neg	_	_
4	even	even	ADV	RB	_	5	advmod	_	_
5	had	have	VERB	VBD	_	0	ROOT	_	_
6	the	the	DET	DT	_	7	det	_	_
7	flu	flu	NOUN	NN	_	5	dobj	_	_
8	!	!	PUNCT	.	_	5	punct	_	_

# text = #coronavirus
1	#	#	SYM	$	_	2	punct	_	_
2	coronavirus	coronavirus	NOUN	NN	_	0	ROOT	_	_"
"@as__416 Goodbye world, i guess i'm going to die from Corona virus.",neutral,"# text = @as__416 Goodbye world, i guess i'm going to die from Corona virus.
1	@as__416	@as__416	PUNCT	-RRB-	_	6	dep	_	_
2	Goodbye	Goodbye	PROPN	NNP	_	3	compound	_	_
3	world	world	NOUN	NN	_	6	npadvmod	_	_
4	,	,	PUNCT	,	_	6	punct	_	_
5	i	I	PRON	PRP	_	6	nsubj	_	_
6	guess	guess	VERB	VBP	_	0	ROOT	_	_
7	i	I	PRON	PRP	_	9	nsubj	_	_
8	'm	be	AUX	VBP	_	9	aux	_	_
9	going	go	VERB	VBG	_	6	ccomp	_	_
10	to	to	PART	TO	_	11	aux	_	_
11	die	die	VERB	VB	_	9	xcomp	_	_
12	from	from	ADP	IN	_	11	prep	_	_
13	Corona	Corona	PROPN	NNP	_	14	compound	_	_
14	virus	virus	NOUN	NN	_	12	pobj	_	_
15	.	.	PUNCT	.	_	6	punct	_	_"
@wide_geo @usnehal @emilyjodell Novel coronavirus and SARS are not the same thing,neutral,"# text = @wide_geo @usnehal @emilyjodell Novel coronavirus and SARS are not the same thing
1	@wide_geo	@wide_geo	NOUN	NNS	_	5	nummod	_	_
2	@usnehal	@usnehal	PROPN	NNP	_	3	compound	_	_
3	@emilyjodell	@emilyjodell	PROPN	NNP	_	5	compound	_	_
4	Novel	Novel	PROPN	NNP	_	5	compound	_	_
5	coronavirus	coronavirus	NOUN	NN	_	8	nsubj	_	_
6	and	and	CCONJ	CC	_	5	cc	_	_
7	SARS	SARS	PROPN	NNP	_	5	conj	_	_
8	are	be	AUX	VBP	_	0	ROOT	_	_
9	not	not	PART	RB	_	8	neg	_	_
10	the	the	DET	DT	_	12	det	_	_
11	same	same	ADJ	JJ	_	12	amod	_	_
12	thing	thing	NOUN	NN	_	8	attr	_	_"
Key Words: Risk off? Ray Dalio explains his strategy for navigating the coronavirus scare,neutral,"# text = Key Words: Risk off?
1	Key	key	ADJ	JJ	_	2	compound	_	_
2	Words	word	NOUN	NNS	_	0	ROOT	_	_
3	:	:	PUNCT	:	_	2	punct	_	_
4	Risk	risk	VERB	VB	_	2	appos	_	_
5	off	off	ADP	RP	_	4	prt	_	_
6	?	?	PUNCT	.	_	2	punct	_	_

# text = Ray Dalio explains his strategy for navigating the coronavirus scare
1	Ray	Ray	PROPN	NNP	_	2	compound	_	_
2	Dalio	Dalio	PROPN	NNP	_	3	nsubj	_	_
3	explains	explain	VERB	VBZ	_	0	ROOT	_	_
4	his	his	PRON	PRP$	_	5	poss	_	_
5	strategy	strategy	NOUN	NN	_	3	dobj	_	_
6	for	for	ADP	IN	_	5	prep	_	_
7	navigating	navigate	VERB	VBG	_	6	pcomp	_	_
8	the	the	DET	DT	_	10	det	_	_
9	coronavirus	coronavirus	NOUN	NN	_	10	compound	_	_
10	scare	scare	NOUN	NN	_	7	dobj	_	_"
"With the spread of the corona virus, do you think wwe will have to start doing shows in empty stadiums or very small crowds? #Smackdown",negative,"# text = With the spread of the corona virus, do you think wwe will have to start doing shows in empty stadiums or very small crowds?
1	With	with	ADP	IN	_	11	prep	_	_
2	the	the	DET	DT	_	3	det	_	_
3	spread	spread	NOUN	NN	_	1	pobj	_	_
4	of	of	ADP	IN	_	3	prep	_	_
5	the	the	DET	DT	_	7	det	_	_
6	corona	corona	PROPN	NNP	_	7	compound	_	_
7	virus	virus	NOUN	NN	_	4	pobj	_	_
8	,	,	PUNCT	,	_	11	punct	_	_
9	do	do	AUX	VBP	_	11	aux	_	_
10	you	you	PRON	PRP	_	11	nsubj	_	_
11	think	think	VERB	VB	_	0	ROOT	_	_
12	wwe	wwe	INTJ	UH	_	14	nsubj	_	_
13	will	will	AUX	MD	_	14	aux	_	_
14	have	have	VERB	VB	_	11	ccomp	_	_
15	to	to	PART	TO	_	16	aux	_	_
16	start	start	VERB	VB	_	14	xcomp	_	_
17	doing	do	VERB	VBG	_	16	xcomp	_	_
18	shows	show	NOUN	NNS	_	17	dobj	_	_
19	in	in	ADP	IN	_	17	prep	_	_
20	empty	empty	ADJ	JJ	_	21	amod	_	_
21	stadiums	stadium	NOUN	NNS	_	19	pobj	_	_
22	or	or	CCONJ	CC	_	21	cc	_	_
23	very	very	ADV	RB	_	24	advmod	_	_
24	small	small	ADJ	JJ	_	25	amod	_	_
25	crowds	crowd	NOUN	NNS	_	21	conj	_	_
26	?	?	PUNCT	.	_	11	punct	_	_

# text = #Smackdown
1	#	#	SYM	$	_	2	punct	_	_
2	Smackdown	smackdown	NOUN	NN	_	0	ROOT	_	_"
Really really REAALLY surprised at how hard everything is dropping. We knew about Coronavirus a few months ago Even Gold is dropping!,negative,"# text = Really really REAALLY surprised at how hard everything is dropping.
1	Really	really	ADV	RB	_	3	advmod	_	_
2	really	really	ADV	RB	_	3	advmod	_	_
3	REAALLY	reaally	VERB	VB	_	0	ROOT	_	_
4	surprised	surprised	ADJ	JJ	_	3	xcomp	_	_
5	at	at	ADP	IN	_	4	prep	_	_
6	how	how	SCONJ	WRB	_	7	advmod	_	_
7	hard	hard	ADJ	JJ	_	10	acomp	_	_
8	everything	everything	PRON	NN	_	10	nsubj	_	_
9	is	be	AUX	VBZ	_	10	aux	_	_
10	dropping	drop	VERB	VBG	_	5	pcomp	_	_
11	.	.	PUNCT	.	_	3	punct	_	_

# text = We knew about Coronavirus a few months ago
1	We	we	PRON	PRP	_	2	nsubj	_	_
2	knew	know	VERB	VBD	_	0	ROOT	_	_
3	about	about	ADP	IN	_	2	prep	_	_
4	Coronavirus	Coronavirus	PROPN	NNP	_	3	pobj	_	_
5	a	a	DET	DT	_	7	det	_	_
6	few	few	ADJ	JJ	_	7	amod	_	_
7	months	month	NOUN	NNS	_	8	npadvmod	_	_
8	ago	ago	ADV	RB	_	2	advmod	_	_

# text = Even Gold is dropping!
1	Even	even	ADV	RB	_	2	advmod	_	_
2	Gold	Gold	PROPN	NNP	_	4	nsubj	_	_
3	is	be	AUX	VBZ	_	4	aux	_	_
4	dropping	drop	VERB	VBG	_	0	ROOT	_	_
5	!	!	PUNCT	.	_	4	punct	_	_"
Something to think about: coronavirus may be an eerie replay of 1932: #Bernie2020,negative,"# text = Something to think about: coronavirus may be an eerie replay of 1932: #Bernie2020
1	Something	something	PRON	NN	_	8	nsubj	_	_
2	to	to	PART	TO	_	3	aux	_	_
3	think	think	VERB	VB	_	1	relcl	_	_
4	about	about	ADP	IN	_	3	prep	_	_
5	:	:	PUNCT	:	_	8	punct	_	_
6	coronavirus	coronavirus	NOUN	NN	_	8	nsubj	_	_
7	may	may	AUX	MD	_	8	aux	_	_
8	be	be	AUX	VB	_	0	ROOT	_	_
9	an	an	DET	DT	_	11	det	_	_
10	eerie	eerie	ADJ	JJ	_	11	amod	_	_
11	replay	replay	NOUN	NN	_	8	attr	_	_
12	of	of	ADP	IN	_	11	prep	_	_
13	1932	1932	NUM	CD	_	12	pobj	_	_
14	:	:	PUNCT	:	_	8	punct	_	_
15	#	#	SYM	$	_	16	nmod	_	_
16	Bernie2020	Bernie2020	PUNCT	.	_	8	attr	_	_"
Covid-19: Stock markets dive to worst week since financial crisis,negative,"# text = Covid-19:
1	Covid-19	Covid-19	PROPN	NNP	_	0	ROOT	_	_
2	:	:	PUNCT	:	_	1	punct	_	_

# text = Stock markets dive to worst week since financial crisis
1	Stock	stock	NOUN	NN	_	2	compound	_	_
2	markets	market	NOUN	NNS	_	3	nsubj	_	_
3	dive	dive	VERB	VBP	_	0	ROOT	_	_
4	to	to	ADP	IN	_	3	prep	_	_
5	worst	bad	ADJ	JJS	_	6	amod	_	_
6	week	week	NOUN	NN	_	4	pobj	_	_
7	since	since	SCONJ	IN	_	3	prep	_	_
8	financial	financial	ADJ	JJ	_	9	amod	_	_
9	crisis	crisis	NOUN	NN	_	7	pobj	_	_"
Plane full of China evacuees greeted by hazmat suits in California. #coronavirus,neutral,"# text = Plane full of China evacuees greeted by hazmat suits in California.
1	Plane	plane	NOUN	NN	_	0	ROOT	_	_
2	full	full	ADJ	JJ	_	1	amod	_	_
3	of	of	ADP	IN	_	2	prep	_	_
4	China	China	PROPN	NNP	_	5	compound	_	_
5	evacuees	evacuee	NOUN	NNS	_	3	pobj	_	_
6	greeted	greet	VERB	VBN	_	5	acl	_	_
7	by	by	ADP	IN	_	6	agent	_	_
8	hazmat	hazmat	NOUN	NN	_	9	compound	_	_
9	suits	suit	NOUN	NNS	_	7	pobj	_	_
10	in	in	ADP	IN	_	9	prep	_	_
11	California	California	PROPN	NNP	_	10	pobj	_	_
12	.	.	PUNCT	.	_	1	punct	_	_

# text = #coronavirus
1	#	#	SYM	$	_	2	punct	_	_
2	coronavirus	coronavirus	NOUN	NN	_	0	ROOT	_	_"
"Yea, I happen to have a facial mask. #coronavirus",neutral,"# text = Yea, I happen to have a facial mask.
1	Yea	yea	INTJ	UH	_	4	intj	_	_
2	,	,	PUNCT	,	_	4	punct	_	_
3	I	I	PRON	PRP	_	4	nsubj	_	_
4	happen	happen	VERB	VBP	_	0	ROOT	_	_
5	to	to	PART	TO	_	6	aux	_	_
6	have	have	VERB	VB	_	4	xcomp	_	_
7	a	a	DET	DT	_	9	det	_	_
8	facial	facial	ADJ	JJ	_	9	amod	_	_
9	mask	mask	NOUN	NN	_	6	dobj	_	_
10	.	.	PUNCT	.	_	4	punct	_	_

# text = #coronavirus
1	#	#	SYM	$	_	2	punct	_	_
2	coronavirus	coronavirus	NOUN	NN	_	0	ROOT	_	_"
This urgent care is dressed & ready for coronavirus and yet still forgot to ask me if I've traveled anywhere,neutral,"# text = This urgent care is dressed & ready for coronavirus and yet still forgot to ask me if I've traveled anywhere
1	This	this	DET	DT	_	3	det	_	_
2	urgent	urgent	ADJ	JJ	_	3	amod	_	_
3	care	care	NOUN	NN	_	4	nsubj	_	_
4	is	be	AUX	VBZ	_	0	ROOT	_	_
5	dressed	dress	VERB	VBN	_	4	acomp	_	_
6	&	&	CCONJ	CC	_	5	cc	_	_
7	ready	ready	ADJ	JJ	_	5	conj	_	_
8	for	for	ADP	IN	_	7	prep	_	_
9	coronavirus	coronavirus	NOUN	NN	_	8	pobj	_	_
10	and	and	CCONJ	CC	_	4	cc	_	_
11	yet	yet	ADV	RB	_	13	advmod	_	_
12	still	still	ADV	RB	_	13	advmod	_	_
13	forgot	forget	VERB	VBD	_	4	conj	_	_
14	to	to	PART	TO	_	15	aux	_	_
15	ask	ask	VERB	VB	_	13	xcomp	_	_
16	me	I	PRON	PRP	_	15	dobj	_	_
17	if	if	SCONJ	IN	_	20	mark	_	_
18	I	I	PRON	PRP	_	20	nsubj	_	_
19	've	have	AUX	VBP	_	20	aux	_	_
20	traveled	travel	VERB	VBN	_	15	ccomp	_	_
21	anywhere	anywhere	ADV	RB	_	20	advmod	_	_"
@Lrihendry @JudgeMoroz My infectious disease doctor said that #coronavirus is not as infectious or as deadly as #Sars which we handled.,negative,"# text = @Lrihendry @JudgeMoroz My infectious disease doctor said that #coronavirus is not as infectious or as deadly as #Sars which we handled.
1	@Lrihendry	@lrihendry	VERB	VB	_	7	advcl	_	_
2	@JudgeMoroz	@judgemoroz	X	LS	_	1	nummod	_	_
3	My	my	PRON	PRP$	_	6	poss	_	_
4	infectious	infectious	ADJ	JJ	_	6	amod	_	_
5	disease	disease	NOUN	NN	_	6	compound	_	_
6	doctor	doctor	NOUN	NN	_	7	nsubj	_	_
7	said	say	VERB	VBD	_	0	ROOT	_	_
8	that	that	SCONJ	IN	_	11	mark	_	_
9	#	#	PROPN	NNP	_	10	compound	_	_
10	coronavirus	coronavirus	NOUN	NN	_	11	nsubj	_	_
11	is	be	AUX	VBZ	_	7	ccomp	_	_
12	not	not	PART	RB	_	11	neg	_	_
13	as	as	ADV	RB	_	14	advmod	_	_
14	infectious	infectious	ADJ	JJ	_	11	acomp	_	_
15	or	or	CCONJ	CC	_	14	cc	_	_
16	as	as	ADV	RB	_	17	advmod	_	_
17	deadly	deadly	ADJ	JJ	_	14	conj	_	_
18	as	as	ADP	IN	_	17	prep	_	_
19	#	#	SYM	$	_	20	nmod	_	_
20	Sars	Sars	PROPN	NNP	_	18	pobj	_	_
21	which	which	PRON	WDT	_	23	dobj	_	_
22	we	we	PRON	PRP	_	23	nsubj	_	_
23	handled	handle	VERB	VBD	_	20	relcl	_	_
24	.	.	PUNCT	.	_	7	punct	_	_"
