tweet,original_sentiment,conllu_parse
this coronavirus shit getting outta hand.,negative,"# text = this coronavirus shit getting outta hand.
1	this	this	DET	DT	_	3	det	_	_
2	coronavirus	coronavirus	NOUN	NN	_	3	compound	_	_
3	shit	shit	NOUN	NN	_	0	ROOT	_	_
4	getting	get	VERB	VBG	_	3	acl	_	_
5	outta	outta	NOUN	NN	_	6	compound	_	_
6	hand	hand	NOUN	NN	_	4	dobj	_	_
7	.	.	PUNCT	.	_	3	punct	_	_"
"""26 Americans are dead from the Coronavirus & the MSM is acting like the sky is falling. "" Educating Liberals",negative,"# text = ""26 Americans are dead from the Coronavirus & the MSM is acting like the sky is falling. ""
1	""	""	PUNCT	``	_	13	punct	_	_
2	26	26	NUM	CD	_	3	nummod	_	_
3	Americans	Americans	PROPN	NNPS	_	4	nsubj	_	_
4	are	be	AUX	VBP	_	13	ccomp	_	_
5	dead	dead	ADJ	JJ	_	4	acomp	_	_
6	from	from	ADP	IN	_	5	prep	_	_
7	the	the	DET	DT	_	8	det	_	_
8	Coronavirus	Coronavirus	PROPN	NNP	_	6	pobj	_	_
9	&	&	CCONJ	CC	_	8	cc	_	_
10	the	the	DET	DT	_	11	det	_	_
11	MSM	MSM	PROPN	NNP	_	8	conj	_	_
12	is	be	AUX	VBZ	_	13	aux	_	_
13	acting	act	VERB	VBG	_	0	ROOT	_	_
14	like	like	SCONJ	IN	_	18	mark	_	_
15	the	the	DET	DT	_	16	det	_	_
16	sky	sky	NOUN	NN	_	18	nsubj	_	_
17	is	be	AUX	VBZ	_	18	aux	_	_
18	falling	fall	VERB	VBG	_	13	advcl	_	_
19	.	.	PUNCT	.	_	13	punct	_	_
20	""	""	PUNCT	''	_	13	punct	_	_

# text = Educating Liberals
1	Educating	Educating	PROPN	NNP	_	2	compound	_	_
2	Liberals	Liberals	PROPN	NNP	_	0	ROOT	_	_"
Coronavirus: Rescue flight filled with 200 passengers arrives in UK from Wuhan,neutral,"# text = Coronavirus: Rescue flight filled with 200 passengers arrives in UK from Wuhan
1	Coronavirus	Coronavirus	PROPN	NNP	_	0	ROOT	_	_
2	:	:	PUNCT	:	_	1	punct	_	_
3	Rescue	rescue	NOUN	NN	_	4	compound	_	_
4	flight	flight	NOUN	NN	_	9	nsubj	_	_
5	filled	fill	VERB	VBN	_	4	acl	_	_
6	with	with	ADP	IN	_	5	prep	_	_
7	200	200	NUM	CD	_	8	nummod	_	_
8	passengers	passenger	NOUN	NNS	_	6	pobj	_	_
9	arrives	arrive	VERB	VBZ	_	1	acl	_	_
10	in	in	ADP	IN	_	9	prep	_	_
11	UK	UK	PROPN	NNP	_	10	pobj	_	_
12	from	from	ADP	IN	_	9	prep	_	_
13	Wuhan	Wuhan	PROPN	NNP	_	12	pobj	_	_"
The world cries for Dr. #LiWenliang. #China #coronavirus,neutral,"# text = The world cries for Dr. #LiWenliang.
1	The	the	DET	DT	_	2	det	_	_
2	world	world	NOUN	NN	_	3	nsubj	_	_
3	cries	cry	VERB	VBZ	_	0	ROOT	_	_
4	for	for	ADP	IN	_	3	prep	_	_
5	Dr.	Dr.	PROPN	NNP	_	7	compound	_	_
6	#	#	SYM	$	_	7	punct	_	_
7	LiWenliang	LiWenliang	PROPN	NNP	_	4	pobj	_	_
8	.	.	PUNCT	.	_	3	punct	_	_

# text = #China #coronavirus
1	#	#	SYM	$	_	4	punct	_	_
2	China	China	PROPN	NNP	_	4	nmod	_	_
3	#	#	SYM	$	_	4	punct	_	_
4	coronavirus	coronavirus	NOUN	NN	_	0	ROOT	_	_"
Canadian coronavirus evacuees land in Ontario; show no signs of illness,neutral,"# text = Canadian coronavirus evacuees land in Ontario; show no signs of illness
1	Canadian	canadian	ADJ	JJ	_	3	amod	_	_
2	coronavirus	coronavirus	NOUN	NN	_	3	compound	_	_
3	evacuees	evacuee	NOUN	NNS	_	4	compound	_	_
4	land	land	NOUN	NN	_	8	nsubj	_	_
5	in	in	ADP	IN	_	4	prep	_	_
6	Ontario	Ontario	PROPN	NNP	_	5	pobj	_	_
7	;	;	PUNCT	:	_	8	punct	_	_
8	show	show	VERB	VB	_	0	ROOT	_	_
9	no	no	DET	DT	_	10	det	_	_
10	signs	sign	NOUN	NNS	_	8	dobj	_	_
11	of	of	ADP	IN	_	10	prep	_	_
12	illness	illness	NOUN	NN	_	11	pobj	_	_"
@USArmy @anitalou_ The enemy is now a global #coronavirus #epidemic #ADF #AustraliaFires rescue #koalas,neutral,"# text = @USArmy @anitalou_
1	@USArmy	@usarmy	X	LS	_	0	ROOT	_	_
2	@anitalou	@anitalou	X	ADD	_	1	npadvmod	_	_
3	_	_	PUNCT	NFP	_	1	punct	_	_

# text = The enemy is now a global #coronavirus #epidemic #ADF #AustraliaFires rescue #koalas
1	The	the	DET	DT	_	2	det	_	_
2	enemy	enemy	NOUN	NN	_	3	nsubj	_	_
3	is	be	AUX	VBZ	_	0	ROOT	_	_
4	now	now	ADV	RB	_	3	advmod	_	_
5	a	a	DET	DT	_	10	det	_	_
6	global	global	ADJ	JJ	_	7	amod	_	_
7	#	#	SYM	$	_	10	nmod	_	_
8	coronavirus	coronavirus	NOUN	NN	_	9	compound	_	_
9	#	#	SYM	$	_	10	compound	_	_
10	epidemic	epidemic	NOUN	NN	_	15	nmod	_	_
11	#	#	ADP	IN	_	14	nmod	_	_
12	ADF	ADF	PROPN	NNP	_	14	nmod	_	_
13	#	#	SYM	$	_	14	nmod	_	_
14	AustraliaFires	AustraliaFires	PROPN	NNP	_	10	appos	_	_
15	rescue	rescue	NOUN	NN	_	16	compound	_	_
16	#	#	SYM	$	_	17	nmod	_	_
17	koalas	koala	NOUN	NNS	_	3	attr	_	_"
@jo_USA_ @oliverdarcy @greggutfeld You mean making up a story or spreading fear about coronavirus or President Trump#MAGA,negative,"# text = @jo_USA_ @oliverdarcy @greggutfeld
1	@jo_USA	@jo_usa	NOUN	NN	_	4	nmod	_	_
2	_	_	PUNCT	NFP	_	1	dobj	_	_
3	@oliverdarcy	@oliverdarcy	PUNCT	.	_	1	punct	_	_
4	@greggutfeld	@greggutfeld	PROPN	NNP	_	0	ROOT	_	_

# text = You mean making up a story or spreading fear about coronavirus or President Trump#MAGA
1	You	you	PRON	PRP	_	2	nsubj	_	_
2	mean	mean	VERB	VBP	_	3	parataxis	_	_
3	making	make	VERB	VBG	_	0	ROOT	_	_
4	up	up	ADP	RP	_	3	prt	_	_
5	a	a	DET	DT	_	6	det	_	_
6	story	story	NOUN	NN	_	3	dobj	_	_
7	or	or	CCONJ	CC	_	3	cc	_	_
8	spreading	spread	VERB	VBG	_	3	conj	_	_
9	fear	fear	NOUN	NN	_	8	dobj	_	_
10	about	about	ADP	IN	_	9	prep	_	_
11	coronavirus	coronavirus	NOUN	NN	_	10	pobj	_	_
12	or	or	CCONJ	CC	_	11	cc	_	_
13	President	President	PROPN	NNP	_	14	compound	_	_
14	Trump#MAGA	Trump#MAGA	PROPN	NNP	_	11	conj	_	_"
Coronavirus HORROR: UK stockpiles body bags as deadly disease sparks terror across #nation,negative,"# text = Coronavirus HORROR:
1	Coronavirus	Coronavirus	PROPN	NNP	_	2	compound	_	_
2	HORROR	HORROR	PROPN	NNP	_	0	ROOT	_	_
3	:	:	PUNCT	:	_	2	punct	_	_

# text = UK stockpiles body bags as deadly disease sparks terror across #nation
1	UK	UK	PROPN	NNP	_	2	nsubj	_	_
2	stockpiles	stockpile	VERB	VBZ	_	8	nsubj	_	_
3	body	body	NOUN	NN	_	4	compound	_	_
4	bags	bag	NOUN	NNS	_	2	dobj	_	_
5	as	as	ADP	IN	_	2	prep	_	_
6	deadly	deadly	ADJ	JJ	_	7	amod	_	_
7	disease	disease	NOUN	NN	_	5	pobj	_	_
8	sparks	spark	VERB	VBZ	_	0	ROOT	_	_
9	terror	terror	NOUN	NN	_	8	dobj	_	_
10	across	across	ADP	IN	_	8	prep	_	_
11	#	#	SYM	$	_	10	punct	_	_
12	nation	nation	NOUN	NN	_	10	pobj	_	_"
Bernie Sanders campaign cancels Ohio rally Tuesday due to coronavirus concerns,negative,"# text = Bernie Sanders campaign cancels Ohio rally Tuesday due to coronavirus concerns
1	Bernie	Bernie	PROPN	NNP	_	2	compound	_	_
2	Sanders	Sanders	PROPN	NNP	_	3	compound	_	_
3	campaign	campaign	NOUN	NN	_	4	nsubj	_	_
4	cancels	cancel	VERB	VBZ	_	0	ROOT	_	_
5	Ohio	Ohio	PROPN	NNP	_	6	compound	_	_
6	rally	rally	NOUN	NN	_	4	dobj	_	_
7	Tuesday	Tuesday	PROPN	NNP	_	4	npadvmod	_	_
8	due	due	ADP	IN	_	4	prep	_	_
9	to	to	ADP	IN	_	8	pcomp	_	_
10	coronavirus	coronavirus	NOUN	NN	_	11	compound	_	_
11	concerns	concern	NOUN	NNS	_	8	pobj	_	_"
@annz_e I might have to book a flight once this coronavirus dies down üò,negative,"# text = @annz_e I might have to book a flight once this coronavirus dies down üò
1	@annz_e	@annz_e	PROPN	NNP	_	4	npadvmod	_	_
2	I	I	PRON	PRP	_	4	nsubj	_	_
3	might	might	AUX	MD	_	4	aux	_	_
4	have	have	VERB	VB	_	0	ROOT	_	_
5	to	to	PART	TO	_	6	aux	_	_
6	book	book	VERB	VB	_	4	xcomp	_	_
7	a	a	DET	DT	_	8	det	_	_
8	flight	flight	NOUN	NN	_	6	dobj	_	_
9	once	once	SCONJ	IN	_	12	mark	_	_
10	this	this	DET	DT	_	11	det	_	_
11	coronavirus	coronavirus	NOUN	NN	_	12	nsubj	_	_
12	dies	die	VERB	VBZ	_	6	advcl	_	_
13	down	down	ADP	IN	_	12	prt	_	_
14	üò	üò	NOUN	NN	_	13	pobj	_	_"
"Coronavirus: five Britons affected in France, without sign of seriousness",neutral,"# text = Coronavirus: five Britons affected in France, without sign of seriousness
1	Coronavirus	coronavirus	NOUN	NN	_	0	ROOT	_	_
2	:	:	PUNCT	:	_	1	punct	_	_
3	five	five	NUM	CD	_	4	nummod	_	_
4	Britons	Britons	PROPN	NNPS	_	1	appos	_	_
5	affected	affect	VERB	VBN	_	4	acl	_	_
6	in	in	ADP	IN	_	5	prep	_	_
7	France	France	PROPN	NNP	_	6	pobj	_	_
8	,	,	PUNCT	,	_	4	punct	_	_
9	without	without	ADP	IN	_	4	prep	_	_
10	sign	sign	NOUN	NN	_	9	pobj	_	_
11	of	of	ADP	IN	_	10	prep	_	_
12	seriousness	seriousness	NOUN	NN	_	11	pobj	_	_"
"How is it possible that there are no African cases of this corona virus, are we resistant oba?",neutral,"# text = How is it possible that there are no African cases of this corona virus, are we resistant oba?
1	How	how	SCONJ	WRB	_	2	advmod	_	_
2	is	be	AUX	VBZ	_	16	advcl	_	_
3	it	it	PRON	PRP	_	2	nsubj	_	_
4	possible	possible	ADJ	JJ	_	2	acomp	_	_
5	that	that	SCONJ	IN	_	7	mark	_	_
6	there	there	PRON	EX	_	7	expl	_	_
7	are	be	VERB	VBP	_	2	advcl	_	_
8	no	no	DET	DT	_	10	det	_	_
9	African	african	ADJ	JJ	_	10	amod	_	_
10	cases	case	NOUN	NNS	_	7	attr	_	_
11	of	of	ADP	IN	_	10	prep	_	_
12	this	this	DET	DT	_	14	det	_	_
13	corona	corona	NOUN	NN	_	14	compound	_	_
14	virus	virus	NOUN	NN	_	11	pobj	_	_
15	,	,	PUNCT	,	_	16	punct	_	_
16	are	be	AUX	VBP	_	0	ROOT	_	_
17	we	we	PRON	PRP	_	16	nsubj	_	_
18	resistant	resistant	ADJ	JJ	_	16	acomp	_	_
19	oba	oba	ADP	IN	_	16	prep	_	_
20	?	?	PUNCT	.	_	16	punct	_	_"
@Baikeru Okay but I literally made that joke this morning I was so hungover and told my friend I had a different coronavirus,neutral,"# text = @Baikeru
1	@Baikeru	@baikeru	INTJ	UH	_	0	ROOT	_	_

# text = Okay
1	Okay	okay	INTJ	UH	_	0	ROOT	_	_

# text = but I literally made that joke this morning
1	but	but	CCONJ	CC	_	4	cc	_	_
2	I	I	PRON	PRP	_	4	nsubj	_	_
3	literally	literally	ADV	RB	_	4	advmod	_	_
4	made	make	VERB	VBD	_	0	ROOT	_	_
5	that	that	DET	DT	_	6	det	_	_
6	joke	joke	NOUN	NN	_	4	dobj	_	_
7	this	this	DET	DT	_	8	det	_	_
8	morning	morning	NOUN	NN	_	4	npadvmod	_	_

# text = I was so hungover and told my friend I had a different coronavirus
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	was	be	AUX	VBD	_	0	ROOT	_	_
3	so	so	ADV	RB	_	4	advmod	_	_
4	hungover	hungover	NOUN	NN	_	2	acomp	_	_
5	and	and	CCONJ	CC	_	2	cc	_	_
6	told	tell	VERB	VBD	_	2	conj	_	_
7	my	my	PRON	PRP$	_	8	poss	_	_
8	friend	friend	NOUN	NN	_	6	dobj	_	_
9	I	I	PRON	PRP	_	10	nsubj	_	_
10	had	have	VERB	VBD	_	6	ccomp	_	_
11	a	a	DET	DT	_	13	det	_	_
12	different	different	ADJ	JJ	_	13	amod	_	_
13	coronavirus	coronavirus	NOUN	NN	_	10	dobj	_	_"
This healthcare worker just screamed coronavirus when somebody sneezed. Ahhhhh I really hate it here üòí,negative,"# text = This healthcare worker just screamed coronavirus when somebody sneezed.
1	This	this	DET	DT	_	3	det	_	_
2	healthcare	healthcare	NOUN	NN	_	3	compound	_	_
3	worker	worker	NOUN	NN	_	5	nsubj	_	_
4	just	just	ADV	RB	_	5	advmod	_	_
5	screamed	scream	VERB	VBD	_	0	ROOT	_	_
6	coronavirus	coronavirus	NOUN	NN	_	5	dobj	_	_
7	when	when	SCONJ	WRB	_	9	advmod	_	_
8	somebody	somebody	PRON	NN	_	9	nsubj	_	_
9	sneezed	sneeze	VERB	VBD	_	5	advcl	_	_
10	.	.	PUNCT	.	_	5	punct	_	_

# text = Ahhhhh I really hate it here üòí
1	Ahhhhh	Ahhhhh	PROPN	NNP	_	4	npadvmod	_	_
2	I	I	PRON	PRP	_	4	nsubj	_	_
3	really	really	ADV	RB	_	4	advmod	_	_
4	hate	hate	VERB	VBP	_	0	ROOT	_	_
5	it	it	PRON	PRP	_	4	dobj	_	_
6	here	here	ADV	RB	_	4	advmod	_	_
7	üòí	üòí	VERB	VBZ	_	4	punct	_	_"
Guess I'm never getting corona virus now,neutral,"# text = Guess I'm never getting corona virus now
1	Guess	guess	VERB	VB	_	0	ROOT	_	_
2	I	I	PRON	PRP	_	5	nsubj	_	_
3	'm	be	AUX	VBP	_	5	aux	_	_
4	never	never	ADV	RB	_	5	neg	_	_
5	getting	get	VERB	VBG	_	1	ccomp	_	_
6	corona	corona	PROPN	NNP	_	7	compound	_	_
7	virus	virus	NOUN	NN	_	5	dobj	_	_
8	now	now	ADV	RB	_	5	advmod	_	_"
Fox host fears Trump will be impeached over his coronavirus response: 'The hate is boiling over',negative,"# text = Fox host fears Trump will be impeached over his coronavirus response: 'The hate is boiling over'
1	Fox	Fox	PROPN	NNP	_	2	compound	_	_
2	host	host	NOUN	NN	_	3	nsubj	_	_
3	fears	fear	VERB	VBZ	_	17	ccomp	_	_
4	Trump	trump	NOUN	NN	_	7	nsubjpass	_	_
5	will	will	AUX	MD	_	7	aux	_	_
6	be	be	AUX	VB	_	7	auxpass	_	_
7	impeached	impeach	VERB	VBN	_	3	ccomp	_	_
8	over	over	ADP	IN	_	7	prep	_	_
9	his	his	PRON	PRP$	_	11	poss	_	_
10	coronavirus	coronavirus	NOUN	NN	_	11	compound	_	_
11	response	response	NOUN	NN	_	8	pobj	_	_
12	:	:	PUNCT	:	_	17	punct	_	_
13	'	'	PUNCT	``	_	17	punct	_	_
14	The	the	DET	DT	_	15	det	_	_
15	hate	hate	NOUN	NN	_	17	nsubj	_	_
16	is	be	AUX	VBZ	_	17	aux	_	_
17	boiling	boil	VERB	VBG	_	0	ROOT	_	_
18	over	over	ADP	IN	_	17	prep	_	_
19	'	'	PUNCT	''	_	17	punct	_	_"
Myths and facts associated with #Coronavirus,neutral,"# text = Myths and facts associated with #Coronavirus
1	Myths	myth	NOUN	NNS	_	0	ROOT	_	_
2	and	and	CCONJ	CC	_	1	cc	_	_
3	facts	fact	NOUN	NNS	_	1	conj	_	_
4	associated	associate	VERB	VBN	_	1	acl	_	_
5	with	with	ADP	IN	_	4	prep	_	_
6	#	#	SYM	$	_	7	nmod	_	_
7	Coronavirus	Coronavirus	PROPN	NNP	_	5	pobj	_	_"
"They said Italy got 10,000 cases of the corona virus ... disgusting",negative,"# text = They said Italy got 10,000 cases of the corona virus ... disgusting
1	They	they	PRON	PRP	_	2	nsubj	_	_
2	said	say	VERB	VBD	_	0	ROOT	_	_
3	Italy	Italy	PROPN	NNP	_	4	nsubj	_	_
4	got	get	VERB	VBD	_	2	ccomp	_	_
5	10,000	10,000	NUM	CD	_	6	nummod	_	_
6	cases	case	NOUN	NNS	_	4	dobj	_	_
7	of	of	ADP	IN	_	6	prep	_	_
8	the	the	DET	DT	_	10	det	_	_
9	corona	corona	PROPN	NNP	_	10	compound	_	_
10	virus	virus	NOUN	NN	_	7	pobj	_	_
11	...	...	PUNCT	:	_	4	punct	_	_
12	disgusting	disgusting	NOUN	NN	_	2	advcl	_	_"
