tweet,original_sentiment,conllu_parse
Great. A new generation of Vine celebs is upon us. Wish that coronavirus would hurry up and finish us,positive,"# text = Great.
1	Great	great	ADJ	JJ	_	0	ROOT	_	_
2	.	.	PUNCT	.	_	1	punct	_	_

# text = A new generation of Vine celebs is upon us.
1	A	a	DET	DT	_	3	det	_	_
2	new	new	ADJ	JJ	_	3	amod	_	_
3	generation	generation	NOUN	NN	_	7	nsubj	_	_
4	of	of	ADP	IN	_	3	prep	_	_
5	Vine	Vine	PROPN	NNP	_	6	compound	_	_
6	celebs	celebs	NOUN	NN	_	4	pobj	_	_
7	is	be	AUX	VBZ	_	0	ROOT	_	_
8	upon	upon	SCONJ	IN	_	7	prep	_	_
9	us	we	PRON	PRP	_	8	pobj	_	_
10	.	.	PUNCT	.	_	7	punct	_	_

# text = Wish that coronavirus would hurry up and finish us
1	Wish	wish	VERB	VB	_	0	ROOT	_	_
2	that	that	DET	DT	_	3	det	_	_
3	coronavirus	coronavirus	NOUN	NN	_	5	nsubj	_	_
4	would	would	AUX	MD	_	5	aux	_	_
5	hurry	hurry	VERB	VB	_	1	ccomp	_	_
6	up	up	ADP	RP	_	5	prt	_	_
7	and	and	CCONJ	CC	_	5	cc	_	_
8	finish	finish	VERB	VB	_	5	conj	_	_
9	us	we	PRON	PRP	_	8	dobj	_	_"
@britain_scott Actually the coronavirus has distanced itself from that group.,neutral,"# text = @britain_scott Actually the coronavirus has distanced itself from that group.
1	@britain_scott	@britain_scott	PROPN	NNP	_	6	advmod	_	_
2	Actually	actually	ADV	RB	_	6	advmod	_	_
3	the	the	DET	DT	_	4	det	_	_
4	coronavirus	coronavirus	NOUN	NN	_	6	nsubj	_	_
5	has	have	AUX	VBZ	_	6	aux	_	_
6	distanced	distance	VERB	VBN	_	0	ROOT	_	_
7	itself	itself	PRON	PRP	_	6	dobj	_	_
8	from	from	ADP	IN	_	6	prep	_	_
9	that	that	DET	DT	_	10	det	_	_
10	group	group	NOUN	NN	_	8	pobj	_	_
11	.	.	PUNCT	.	_	6	punct	_	_"
"Secondly, If I go to school and cough, and then someone makes fun of me saying ""bro you got corona virus ahaha"" honestly fuck you.",negative,"# text = Secondly, If I go to school and cough, and then someone makes fun of me saying ""bro you got corona virus ahaha"" honestly fuck you.
1	Secondly	secondly	ADV	RB	_	0	ROOT	_	_
2	,	,	PUNCT	,	_	1	punct	_	_
3	If	if	SCONJ	IN	_	5	mark	_	_
4	I	I	PRON	PRP	_	5	nsubj	_	_
5	go	go	VERB	VBP	_	1	advcl	_	_
6	to	to	ADP	IN	_	5	prep	_	_
7	school	school	NOUN	NN	_	6	pobj	_	_
8	and	and	CCONJ	CC	_	7	cc	_	_
9	cough	cough	NOUN	NN	_	7	conj	_	_
10	,	,	PUNCT	,	_	5	punct	_	_
11	and	and	CCONJ	CC	_	5	cc	_	_
12	then	then	ADV	RB	_	14	advmod	_	_
13	someone	someone	PRON	NN	_	14	nsubj	_	_
14	makes	make	VERB	VBZ	_	5	conj	_	_
15	fun	fun	NOUN	NN	_	14	dobj	_	_
16	of	of	ADP	IN	_	14	prep	_	_
17	me	I	PRON	PRP	_	16	pobj	_	_
18	saying	say	VERB	VBG	_	14	advcl	_	_
19	""	""	PUNCT	``	_	18	punct	_	_
20	bro	bro	NOUN	NN	_	18	dobj	_	_
21	you	you	PRON	PRP	_	22	nsubj	_	_
22	got	get	VERB	VBD	_	20	relcl	_	_
23	corona	corona	PROPN	NNP	_	24	compound	_	_
24	virus	virus	PROPN	NNP	_	25	compound	_	_
25	ahaha	ahaha	PROPN	NNP	_	20	appos	_	_
26	""	""	PUNCT	''	_	20	punct	_	_
27	honestly	honestly	ADV	RB	_	28	advmod	_	_
28	fuck	fuck	VERB	VBP	_	18	ccomp	_	_
29	you	you	PRON	PRP	_	28	dobj	_	_
30	.	.	PUNCT	.	_	14	punct	_	_"
"@thehill Trump is :the new strain of the corona virus , stay away from him, don't wait until Nov !!!!!!!",positive,"# text = @thehill Trump is :the new strain of the corona virus , stay away from him, don't wait until Nov !!!!!!!
1	@thehill	@thehill	PROPN	NNP	_	2	compound	_	_
2	Trump	Trump	PROPN	NNP	_	3	nsubj	_	_
3	is	be	AUX	VBZ	_	0	ROOT	_	_
4	:	:	PUNCT	:	_	3	punct	_	_
5	the	the	DET	DT	_	7	det	_	_
6	new	new	ADJ	JJ	_	7	amod	_	_
7	strain	strain	NOUN	NN	_	13	nsubj	_	_
8	of	of	ADP	IN	_	7	prep	_	_
9	the	the	DET	DT	_	11	det	_	_
10	corona	corona	PROPN	NNP	_	11	compound	_	_
11	virus	virus	NOUN	NN	_	8	pobj	_	_
12	,	,	PUNCT	,	_	13	punct	_	_
13	stay	stay	VERB	VB	_	20	ccomp	_	_
14	away	away	ADV	RB	_	13	advmod	_	_
15	from	from	ADP	IN	_	14	prep	_	_
16	him	he	PRON	PRP	_	15	pobj	_	_
17	,	,	PUNCT	,	_	20	punct	_	_
18	do	do	AUX	VBP	_	20	aux	_	_
19	n't	not	PART	RB	_	20	neg	_	_
20	wait	wait	VERB	VB	_	3	ccomp	_	_
21	until	until	ADP	IN	_	20	prep	_	_
22	Nov	Nov	PROPN	NNP	_	21	pobj	_	_
23	!	!	PUNCT	.	_	3	punct	_	_
24	!	!	PUNCT	.	_	3	punct	_	_
25	!	!	PUNCT	.	_	3	punct	_	_
26	!	!	PUNCT	.	_	3	punct	_	_
27	!	!	PUNCT	.	_	3	punct	_	_
28	!	!	PUNCT	.	_	3	punct	_	_
29	!	!	PUNCT	.	_	3	punct	_	_"
Your life can be taken form@you do easily and thats scary #coronavirus,negative,"# text = Your life can be taken form@you
1	Your	your	PRON	PRP$	_	2	poss	_	_
2	life	life	NOUN	NN	_	5	nsubjpass	_	_
3	can	can	AUX	MD	_	5	aux	_	_
4	be	be	AUX	VB	_	5	auxpass	_	_
5	taken	take	VERB	VBN	_	0	ROOT	_	_
6	form@you	form@you	PRON	PRP	_	5	dobj	_	_

# text = do easily and thats scary #coronavirus
1	do	do	VERB	VBP	_	0	ROOT	_	_
2	easily	easily	ADV	RB	_	1	advmod	_	_
3	and	and	CCONJ	CC	_	1	cc	_	_
4	that	that	PRON	DT	_	5	nsubj	_	_
5	s	s	VERB	VBZ	_	1	conj	_	_
6	scary	scary	ADJ	JJ	_	8	amod	_	_
7	#	#	SYM	$	_	6	punct	_	_
8	coronavirus	coronavirus	NOUN	NN	_	5	attr	_	_"
"listen, please read reputable sources when it comes to information and updates about the coronavirus. do not listen to blogs like 6ixbuzz",positive,"# text = listen, please read reputable sources when it comes to information and updates about the coronavirus.
1	listen	listen	VERB	VB	_	4	advcl	_	_
2	,	,	PUNCT	,	_	4	punct	_	_
3	please	please	INTJ	UH	_	4	intj	_	_
4	read	read	VERB	VB	_	0	ROOT	_	_
5	reputable	reputable	ADJ	JJ	_	6	amod	_	_
6	sources	source	NOUN	NNS	_	4	dobj	_	_
7	when	when	SCONJ	WRB	_	9	advmod	_	_
8	it	it	PRON	PRP	_	9	nsubj	_	_
9	comes	come	VERB	VBZ	_	4	advcl	_	_
10	to	to	ADP	IN	_	9	prep	_	_
11	information	information	NOUN	NN	_	10	pobj	_	_
12	and	and	CCONJ	CC	_	9	cc	_	_
13	updates	update	VERB	VBZ	_	9	conj	_	_
14	about	about	ADP	IN	_	13	prep	_	_
15	the	the	DET	DT	_	16	det	_	_
16	coronavirus	coronavirus	NOUN	NN	_	14	pobj	_	_
17	.	.	PUNCT	.	_	4	punct	_	_

# text = do not listen to blogs like 6ixbuzz
1	do	do	AUX	VBP	_	3	aux	_	_
2	not	not	PART	RB	_	3	neg	_	_
3	listen	listen	VERB	VB	_	0	ROOT	_	_
4	to	to	ADP	IN	_	3	prep	_	_
5	blogs	blog	NOUN	NNS	_	4	pobj	_	_
6	like	like	ADP	IN	_	5	prep	_	_
7	6ixbuzz	6ixbuzz	NUM	CD	_	6	pobj	_	_"
"China shuts down 3 cities, cancel events in Beijing in bid to contain deadly #coronavirus. via @AP",negative,"# text = China shuts down 3 cities, cancel events in Beijing in bid to contain deadly #coronavirus.
1	China	China	PROPN	NNP	_	2	nsubj	_	_
2	shuts	shut	VERB	VBZ	_	0	ROOT	_	_
3	down	down	ADV	RB	_	2	advmod	_	_
4	3	3	NUM	CD	_	5	nummod	_	_
5	cities	city	NOUN	NNS	_	2	dobj	_	_
6	,	,	PUNCT	,	_	2	punct	_	_
7	cancel	cancel	VERB	VB	_	2	advcl	_	_
8	events	event	NOUN	NNS	_	7	dobj	_	_
9	in	in	ADP	IN	_	7	prep	_	_
10	Beijing	Beijing	PROPN	NNP	_	9	pobj	_	_
11	in	in	ADP	IN	_	7	prep	_	_
12	bid	bid	NOUN	NN	_	11	pobj	_	_
13	to	to	PART	TO	_	14	aux	_	_
14	contain	contain	VERB	VB	_	12	acl	_	_
15	deadly	deadly	ADJ	JJ	_	17	amod	_	_
16	#	#	SYM	$	_	15	advmod	_	_
17	coronavirus	coronavirus	NOUN	NN	_	14	dobj	_	_
18	.	.	PUNCT	.	_	2	punct	_	_

# text = via @AP
1	via	via	ADP	IN	_	0	ROOT	_	_
2	@AP	@AP	PROPN	NNP	_	1	pobj	_	_"
Coronavirus better not affect my tax return 😾,positive,"# text = Coronavirus better not affect my tax return 😾
1	Coronavirus	Coronavirus	PROPN	NNP	_	4	nsubj	_	_
2	better	well	ADV	RBR	_	4	advmod	_	_
3	not	not	PART	RB	_	4	neg	_	_
4	affect	affect	VERB	VB	_	0	ROOT	_	_
5	my	my	PRON	PRP$	_	8	poss	_	_
6	tax	tax	NOUN	NN	_	7	compound	_	_
7	return	return	NOUN	NN	_	8	compound	_	_
8	😾	😾	NOUN	NN	_	4	dobj	_	_"
"Reading about China's Coronavirus outbreak and the first thing that comes to mind is the ""Umbrella Corporation""",neutral,"# text = Reading about China's Coronavirus outbreak and the first thing that comes to mind is the ""Umbrella Corporation""
1	Reading	read	VERB	VBG	_	15	csubj	_	_
2	about	about	ADP	IN	_	1	prep	_	_
3	China	China	PROPN	NNP	_	6	poss	_	_
4	's	's	PART	POS	_	3	case	_	_
5	Coronavirus	Coronavirus	PROPN	NNP	_	6	compound	_	_
6	outbreak	outbreak	NOUN	NN	_	2	pobj	_	_
7	and	and	CCONJ	CC	_	6	cc	_	_
8	the	the	DET	DT	_	10	det	_	_
9	first	first	ADJ	JJ	_	10	amod	_	_
10	thing	thing	NOUN	NN	_	6	conj	_	_
11	that	that	PRON	WDT	_	12	nsubj	_	_
12	comes	come	VERB	VBZ	_	10	relcl	_	_
13	to	to	ADP	IN	_	12	prep	_	_
14	mind	mind	NOUN	NN	_	13	pobj	_	_
15	is	be	AUX	VBZ	_	0	ROOT	_	_
16	the	the	DET	DT	_	19	det	_	_
17	""	""	PUNCT	``	_	19	punct	_	_
18	Umbrella	Umbrella	PROPN	NNP	_	19	compound	_	_
19	Corporation	Corporation	PROPN	NNP	_	15	attr	_	_
20	""	""	PUNCT	''	_	15	punct	_	_"
$GOVX Corona Virus Effect!,neutral,"# text = $GOVX Corona Virus Effect!
1	$	$	SYM	$	_	5	nmod	_	_
2	GOVX	GOVX	PROPN	NNP	_	5	compound	_	_
3	Corona	Corona	PROPN	NNP	_	4	compound	_	_
4	Virus	Virus	PROPN	NNP	_	5	compound	_	_
5	Effect	Effect	PROPN	NNP	_	0	ROOT	_	_
6	!	!	PUNCT	.	_	5	punct	_	_"
Because of coronavirus China cancelled new year celebrations and public transport also is stopped right now,neutral,"# text = Because of coronavirus China cancelled new year celebrations and public transport also is stopped right now
1	Because	because	SCONJ	IN	_	5	prep	_	_
2	of	of	ADP	IN	_	1	pcomp	_	_
3	coronavirus	coronavirus	NOUN	NN	_	1	pobj	_	_
4	China	China	PROPN	NNP	_	5	nsubj	_	_
5	cancelled	cancel	VERB	VBD	_	14	advcl	_	_
6	new	new	ADJ	JJ	_	7	amod	_	_
7	year	year	NOUN	NN	_	8	compound	_	_
8	celebrations	celebration	NOUN	NNS	_	5	dobj	_	_
9	and	and	CCONJ	CC	_	8	cc	_	_
10	public	public	ADJ	JJ	_	11	amod	_	_
11	transport	transport	NOUN	NN	_	8	conj	_	_
12	also	also	ADV	RB	_	14	advmod	_	_
13	is	be	AUX	VBZ	_	14	auxpass	_	_
14	stopped	stop	VERB	VBN	_	0	ROOT	_	_
15	right	right	ADV	RB	_	16	advmod	_	_
16	now	now	ADV	RB	_	14	advmod	_	_"
@NatTenaLady be careful around the airports. Keep eyes out for the coronavirus. Be well.,negative,"# text = @NatTenaLady be careful around the airports.
1	@NatTenaLady	@NatTenaLady	PROPN	NNP	_	2	nsubj	_	_
2	be	be	VERB	VBP	_	0	ROOT	_	_
3	careful	careful	ADJ	JJ	_	2	acomp	_	_
4	around	around	ADP	IN	_	3	prep	_	_
5	the	the	DET	DT	_	6	det	_	_
6	airports	airport	NOUN	NNS	_	4	pobj	_	_
7	.	.	PUNCT	.	_	2	punct	_	_

# text = Keep eyes out for the coronavirus.
1	Keep	keep	VERB	VB	_	0	ROOT	_	_
2	eyes	eye	NOUN	NNS	_	1	dobj	_	_
3	out	out	ADP	RP	_	1	prt	_	_
4	for	for	ADP	IN	_	1	prep	_	_
5	the	the	DET	DT	_	6	det	_	_
6	coronavirus	coronavirus	NOUN	NN	_	4	pobj	_	_
7	.	.	PUNCT	.	_	1	punct	_	_

# text = Be well.
1	Be	be	AUX	VB	_	0	ROOT	_	_
2	well	well	ADJ	JJ	_	1	acomp	_	_
3	.	.	PUNCT	.	_	1	punct	_	_"
Yes. An excellent perspective on communicating public health risk concerns. #coronavirus #DataAnaytics,positive,"# text = Yes.
1	Yes	yes	INTJ	UH	_	0	ROOT	_	_
2	.	.	PUNCT	.	_	1	punct	_	_

# text = An excellent perspective on communicating public health risk concerns.
1	An	an	DET	DT	_	3	det	_	_
2	excellent	excellent	ADJ	JJ	_	3	amod	_	_
3	perspective	perspective	NOUN	NN	_	0	ROOT	_	_
4	on	on	ADP	IN	_	3	prep	_	_
5	communicating	communicate	VERB	VBG	_	4	pcomp	_	_
6	public	public	ADJ	JJ	_	7	amod	_	_
7	health	health	NOUN	NN	_	8	compound	_	_
8	risk	risk	NOUN	NN	_	9	compound	_	_
9	concerns	concern	NOUN	NNS	_	5	dobj	_	_
10	.	.	PUNCT	.	_	3	punct	_	_

# text = #coronavirus #DataAnaytics
1	#	#	SYM	$	_	2	nummod	_	_
2	coronavirus	coronavirus	NOUN	NN	_	0	ROOT	_	_
3	#	#	SYM	$	_	4	nmod	_	_
4	DataAnaytics	DataAnaytics	PROPN	NNP	_	2	appos	_	_"
CDC confirms second US Wuhan coronavirus case in the US,neutral,"# text = CDC confirms second US Wuhan coronavirus case in the US
1	CDC	CDC	PROPN	NNP	_	2	nsubj	_	_
2	confirms	confirm	VERB	VBZ	_	0	ROOT	_	_
3	second	second	ADJ	JJ	_	7	amod	_	_
4	US	US	PROPN	NNP	_	5	compound	_	_
5	Wuhan	Wuhan	PROPN	NNP	_	7	compound	_	_
6	coronavirus	coronavirus	NOUN	NN	_	7	compound	_	_
7	case	case	NOUN	NN	_	2	dobj	_	_
8	in	in	ADP	IN	_	7	prep	_	_
9	the	the	DET	DT	_	10	det	_	_
10	US	US	PROPN	NNP	_	8	pobj	_	_"
Coronavirus latest: Burberry warns impact of outbreak to worsen,positive,"# text = Coronavirus latest: Burberry warns impact of outbreak to worsen
1	Coronavirus	Coronavirus	PROPN	NNP	_	5	nsubj	_	_
2	latest	latest	ADV	RBS	_	5	advmod	_	_
3	:	:	PUNCT	:	_	5	punct	_	_
4	Burberry	Burberry	PROPN	NNP	_	5	nsubj	_	_
5	warns	warn	VERB	VBZ	_	0	ROOT	_	_
6	impact	impact	NOUN	NN	_	5	dobj	_	_
7	of	of	ADP	IN	_	6	prep	_	_
8	outbreak	outbreak	NOUN	NN	_	7	pobj	_	_
9	to	to	PART	TO	_	10	aux	_	_
10	worsen	worsen	VERB	VB	_	5	xcomp	_	_"
