tweet,original_sentiment,conllu_parse
Italian PM signs decree putting large chunk of northern Italy on coronavirus lockdown,neutral,"# text = Italian PM signs decree putting large chunk of northern Italy on coronavirus lockdown
1	Italian	italian	ADJ	JJ	_	2	amod	_	_
2	PM	pm	NOUN	NN	_	3	nsubj	_	_
3	signs	sign	VERB	VBZ	_	0	ROOT	_	_
4	decree	decree	NOUN	NN	_	3	dobj	_	_
5	putting	put	VERB	VBG	_	4	xcomp	_	_
6	large	large	ADJ	JJ	_	7	amod	_	_
7	chunk	chunk	NOUN	NN	_	5	dobj	_	_
8	of	of	ADP	IN	_	7	prep	_	_
9	northern	northern	ADJ	JJ	_	10	amod	_	_
10	Italy	Italy	PROPN	NNP	_	8	pobj	_	_
11	on	on	ADP	IN	_	5	prep	_	_
12	coronavirus	coronavirus	PROPN	NNP	_	13	compound	_	_
13	lockdown	lockdown	PROPN	NNP	_	11	pobj	_	_"
@SkyNews Toilet roll now worth more than gold. #coronavirus #COVID19,neutral,"# text = @SkyNews Toilet roll now worth more than gold.
1	@SkyNews	@skynew	VERB	VBN	_	0	ROOT	_	_
2	Toilet	Toilet	PROPN	NNP	_	3	compound	_	_
3	roll	roll	NOUN	NN	_	1	dobj	_	_
4	now	now	ADV	RB	_	1	advmod	_	_
5	worth	worth	ADJ	JJ	_	1	acomp	_	_
6	more	more	ADJ	JJR	_	5	npadvmod	_	_
7	than	than	ADP	IN	_	6	prep	_	_
8	gold	gold	NOUN	NN	_	7	pobj	_	_
9	.	.	PUNCT	.	_	1	punct	_	_

# text = #coronavirus #COVID19
1	#	#	SYM	$	_	2	nummod	_	_
2	coronavirus	coronavirus	NOUN	NN	_	0	ROOT	_	_
3	#	#	SYM	$	_	2	appos	_	_
4	COVID19	covid19	NOUN	NN	_	2	nummod	_	_"
they risked coronavirus for this goddamn ppv,neutral,"# text = they risked coronavirus for this goddamn ppv
1	they	they	PRON	PRP	_	2	nsubj	_	_
2	risked	risk	VERB	VBD	_	0	ROOT	_	_
3	coronavirus	coronavirus	NOUN	NN	_	2	dobj	_	_
4	for	for	ADP	IN	_	2	prep	_	_
5	this	this	DET	DT	_	7	det	_	_
6	goddamn	goddamn	NOUN	NN	_	7	compound	_	_
7	ppv	ppv	NOUN	NN	_	4	pobj	_	_"
Kroger rationing sanitizers amid coronavirus shopping frenzy via @nypost,neutral,"# text = Kroger rationing sanitizers amid coronavirus shopping frenzy via @nypost
1	Kroger	kroger	NOUN	NN	_	3	compound	_	_
2	rationing	rationing	NOUN	NN	_	3	compound	_	_
3	sanitizers	sanitizer	NOUN	NNS	_	0	ROOT	_	_
4	amid	amid	ADP	IN	_	3	prep	_	_
5	coronavirus	coronavirus	NOUN	NN	_	7	compound	_	_
6	shopping	shopping	NOUN	NN	_	7	compound	_	_
7	frenzy	frenzy	NOUN	NN	_	4	pobj	_	_
8	via	via	ADP	IN	_	3	prep	_	_
9	@nypost	@nypost	NOUN	NN	_	8	pobj	_	_"
The coronavirus problem could be solved with design thinking – Fortune,neutral,"# text = The coronavirus problem could be solved with design thinking – Fortune
1	The	the	DET	DT	_	3	det	_	_
2	coronavirus	coronavirus	NOUN	NN	_	3	compound	_	_
3	problem	problem	NOUN	NN	_	6	nsubjpass	_	_
4	could	could	AUX	MD	_	6	aux	_	_
5	be	be	AUX	VB	_	6	auxpass	_	_
6	solved	solve	VERB	VBN	_	0	ROOT	_	_
7	with	with	ADP	IN	_	6	prep	_	_
8	design	design	NOUN	NN	_	9	compound	_	_
9	thinking	thinking	NOUN	NN	_	7	pobj	_	_
10	–	–	PUNCT	:	_	9	punct	_	_
11	Fortune	Fortune	PROPN	NNP	_	9	appos	_	_"
743 new cases reported of #coronavirus #COVIDー19 in #Iran (total: 6566),neutral,"# text = 743 new cases reported of #coronavirus #COVIDー19 in #Iran (total: 6566)
1	743	743	NUM	CD	_	3	nummod	_	_
2	new	new	ADJ	JJ	_	3	amod	_	_
3	cases	case	NOUN	NNS	_	0	ROOT	_	_
4	reported	report	VERB	VBN	_	3	acl	_	_
5	of	of	ADP	IN	_	4	prep	_	_
6	#	#	SYM	$	_	5	punct	_	_
7	coronavirus	coronavirus	NOUN	NN	_	8	compound	_	_
8	#	#	SYM	$	_	5	pobj	_	_
9	COVIDー19	covidー19	NOUN	NN	_	5	pobj	_	_
10	in	in	ADP	IN	_	4	prep	_	_
11	#	#	SYM	$	_	12	nmod	_	_
12	Iran	Iran	PROPN	NNP	_	10	pobj	_	_
13	(	(	PUNCT	-LRB-	_	3	punct	_	_
14	total	total	NOUN	NN	_	3	appos	_	_
15	:	:	PUNCT	:	_	14	punct	_	_
16	6566	6566	NUM	CD	_	14	appos	_	_
17	)	)	PUNCT	-RRB-	_	3	punct	_	_"
1st Case of Coronavirus in Central Florida - News 13,neutral,"# text = 1st Case of Coronavirus in Central Florida - News 13
1	1st	1st	PROPN	NNP	_	2	compound	_	_
2	Case	case	NOUN	NN	_	0	ROOT	_	_
3	of	of	ADP	IN	_	2	prep	_	_
4	Coronavirus	Coronavirus	PROPN	NNP	_	3	pobj	_	_
5	in	in	ADP	IN	_	2	prep	_	_
6	Central	Central	PROPN	NNP	_	9	compound	_	_
7	Florida	Florida	PROPN	NNP	_	9	compound	_	_
8	-	-	PUNCT	HYPH	_	9	punct	_	_
9	News	News	PROPN	NNP	_	5	pobj	_	_
10	13	13	NUM	CD	_	9	nummod	_	_"
i # got this email from united airlines regarding the corona virus... maybe I will book my hslot flights,neutral,"# text = i # got this email from united airlines regarding the corona virus...
1	i	I	PRON	PRP	_	3	nsubj	_	_
2	#	#	NOUN	NN	_	1	appos	_	_
3	got	get	VERB	VBD	_	0	ROOT	_	_
4	this	this	DET	DT	_	5	det	_	_
5	email	email	NOUN	NN	_	3	dobj	_	_
6	from	from	ADP	IN	_	3	prep	_	_
7	united	united	PROPN	NNP	_	8	compound	_	_
8	airlines	airline	NOUN	NNS	_	6	pobj	_	_
9	regarding	regard	VERB	VBG	_	3	prep	_	_
10	the	the	DET	DT	_	12	det	_	_
11	corona	corona	PROPN	NNP	_	12	compound	_	_
12	virus	virus	NOUN	NN	_	9	pobj	_	_
13	...	...	PUNCT	:	_	3	punct	_	_

# text = maybe I will book my hslot flights
1	maybe	maybe	ADV	RB	_	4	advmod	_	_
2	I	I	PRON	PRP	_	4	nsubj	_	_
3	will	will	AUX	MD	_	4	aux	_	_
4	book	book	VERB	VB	_	0	ROOT	_	_
5	my	my	PRON	PRP$	_	7	poss	_	_
6	hslot	hslot	NOUN	NN	_	7	compound	_	_
7	flights	flight	NOUN	NNS	_	4	dobj	_	_"
"@rewillson717171 There is no Coronavirus vaccine else we would have heard about it, and would oence have said so.",neutral,"# text = @rewillson717171 There is no Coronavirus vaccine else we would have heard about it, and would oence have said so.
1	@rewillson717171	@rewillson717171	PROPN	NNP	_	3	dep	_	_
2	There	there	PRON	EX	_	3	expl	_	_
3	is	be	VERB	VBZ	_	0	ROOT	_	_
4	no	no	DET	DT	_	6	det	_	_
5	Coronavirus	Coronavirus	PROPN	NNP	_	6	compound	_	_
6	vaccine	vaccine	NOUN	NN	_	3	attr	_	_
7	else	else	ADV	RB	_	6	advmod	_	_
8	we	we	PRON	PRP	_	11	nsubj	_	_
9	would	would	AUX	MD	_	11	aux	_	_
10	have	have	AUX	VB	_	11	aux	_	_
11	heard	hear	VERB	VBN	_	6	relcl	_	_
12	about	about	ADP	IN	_	11	prep	_	_
13	it	it	PRON	PRP	_	12	pobj	_	_
14	,	,	PUNCT	,	_	3	punct	_	_
15	and	and	CCONJ	CC	_	3	cc	_	_
16	would	would	AUX	MD	_	19	aux	_	_
17	oence	oence	NOUN	NN	_	19	nsubj	_	_
18	have	have	AUX	VB	_	19	aux	_	_
19	said	say	VERB	VBN	_	3	conj	_	_
20	so	so	ADV	RB	_	19	advmod	_	_
21	.	.	PUNCT	.	_	3	punct	_	_"
"I got the coronavirus, hmu for cheap abortions and assassinations",neutral,"# text = I got the coronavirus, hmu for cheap abortions and assassinations
1	I	I	PRON	PRP	_	2	nsubj	_	_
2	got	get	VERB	VBD	_	0	ROOT	_	_
3	the	the	DET	DT	_	4	det	_	_
4	coronavirus	coronavirus	NOUN	NN	_	2	dobj	_	_
5	,	,	PUNCT	,	_	4	punct	_	_
6	hmu	hmu	ADJ	JJ	_	4	appos	_	_
7	for	for	ADP	IN	_	6	prep	_	_
8	cheap	cheap	ADJ	JJ	_	9	amod	_	_
9	abortions	abortion	NOUN	NNS	_	7	pobj	_	_
10	and	and	CCONJ	CC	_	9	cc	_	_
11	assassinations	assassination	NOUN	NNS	_	9	conj	_	_"
Paraguay confirms its first case of Wuhan coronavirus #Health #449,neutral,"# text = Paraguay confirms its first case of Wuhan coronavirus #Health #449
1	Paraguay	Paraguay	PROPN	NNP	_	2	nsubj	_	_
2	confirms	confirm	VERB	VBZ	_	0	ROOT	_	_
3	its	its	PRON	PRP$	_	5	poss	_	_
4	first	first	ADJ	JJ	_	5	amod	_	_
5	case	case	NOUN	NN	_	2	dobj	_	_
6	of	of	ADP	IN	_	5	prep	_	_
7	Wuhan	Wuhan	PROPN	NNP	_	8	compound	_	_
8	coronavirus	coronavirus	NOUN	NN	_	10	compound	_	_
9	#	#	SYM	$	_	10	nmod	_	_
10	Health	Health	PROPN	NNP	_	6	pobj	_	_
11	#	#	SYM	$	_	12	nmod	_	_
12	449	449	NUM	CD	_	10	nummod	_	_"
Has anybody asked @SenatorCollins if she's concerned about the Coronavirus?,neutral,"# text = Has anybody asked @SenatorCollins if she's concerned about the Coronavirus?
1	Has	have	AUX	VBZ	_	3	aux	_	_
2	anybody	anybody	PRON	NN	_	3	nsubj	_	_
3	asked	ask	VERB	VBD	_	0	ROOT	_	_
4	@SenatorCollins	@senatorcollin	NOUN	NNS	_	3	dobj	_	_
5	if	if	SCONJ	IN	_	7	mark	_	_
6	she	she	PRON	PRP	_	7	nsubj	_	_
7	's	be	AUX	VBZ	_	3	advcl	_	_
8	concerned	concerned	ADJ	JJ	_	7	acomp	_	_
9	about	about	ADP	IN	_	8	prep	_	_
10	the	the	DET	DT	_	11	det	_	_
11	Coronavirus	Coronavirus	PROPN	NNP	_	9	pobj	_	_
12	?	?	PUNCT	.	_	3	punct	_	_"
@weartv @camcath Iran needs urgent international comprehensive help to combat the Corona virus,neutral,"# text = @weartv @camcath Iran needs urgent international comprehensive help to combat the Corona virus
1	@weartv	@weartv	PROPN	NNP	_	2	compound	_	_
2	@camcath	@camcath	PROPN	NNP	_	3	compound	_	_
3	Iran	Iran	PROPN	NNP	_	4	nsubj	_	_
4	needs	need	VERB	VBZ	_	0	ROOT	_	_
5	urgent	urgent	ADJ	JJ	_	8	amod	_	_
6	international	international	ADJ	JJ	_	8	amod	_	_
7	comprehensive	comprehensive	ADJ	JJ	_	8	amod	_	_
8	help	help	NOUN	NN	_	4	dobj	_	_
9	to	to	PART	TO	_	10	aux	_	_
10	combat	combat	VERB	VB	_	8	acl	_	_
11	the	the	DET	DT	_	13	det	_	_
12	Corona	Corona	PROPN	NNP	_	13	compound	_	_
13	virus	virus	NOUN	NN	_	10	dobj	_	_"
Ted Cruz to stay at home after 'brief' interaction with coronavirus patient at CPAC,neutral,"# text = Ted Cruz to stay at home after 'brief' interaction with coronavirus patient at CPAC
1	Ted	Ted	PROPN	NNP	_	2	compound	_	_
2	Cruz	Cruz	PROPN	NNP	_	4	nsubj	_	_
3	to	to	PART	TO	_	4	aux	_	_
4	stay	stay	VERB	VB	_	0	ROOT	_	_
5	at	at	ADP	IN	_	4	prep	_	_
6	home	home	NOUN	NN	_	5	pobj	_	_
7	after	after	ADP	IN	_	4	prep	_	_
8	'	'	PUNCT	``	_	11	punct	_	_
9	brief	brief	ADJ	JJ	_	11	amod	_	_
10	'	'	PUNCT	''	_	11	punct	_	_
11	interaction	interaction	NOUN	NN	_	7	pobj	_	_
12	with	with	ADP	IN	_	11	prep	_	_
13	coronavirus	coronavirus	NOUN	NN	_	14	compound	_	_
14	patient	patient	NOUN	NN	_	12	pobj	_	_
15	at	at	ADP	IN	_	11	prep	_	_
16	CPAC	CPAC	PROPN	NNP	_	15	pobj	_	_"
Time to consider canceling flights and public transit? #CoronaVirusSeattle #COVID19seattle #coronavirus,neutral,"# text = Time to consider canceling flights and public transit?
1	Time	time	NOUN	NN	_	0	ROOT	_	_
2	to	to	PART	TO	_	3	aux	_	_
3	consider	consider	VERB	VB	_	1	relcl	_	_
4	canceling	cancel	VERB	VBG	_	3	xcomp	_	_
5	flights	flight	NOUN	NNS	_	4	dobj	_	_
6	and	and	CCONJ	CC	_	5	cc	_	_
7	public	public	ADJ	JJ	_	8	amod	_	_
8	transit	transit	NOUN	NN	_	5	conj	_	_
9	?	?	PUNCT	.	_	1	punct	_	_

# text = #CoronaVirusSeattle #COVID19seattle #coronavirus
1	#	#	X	ADD	_	2	nmod	_	_
2	CoronaVirusSeattle	coronavirusseattle	NOUN	NN	_	0	ROOT	_	_
3	#	#	SYM	$	_	6	punct	_	_
4	COVID19seattle	COVID19seattle	PROPN	NNP	_	6	compound	_	_
5	#	#	SYM	$	_	6	compound	_	_
6	coronavirus	coronavirus	NOUN	NN	_	2	npadvmod	_	_"
Anyone know what's the screening like in Chennai airport for #coronavirus ? #COVID19,neutral,"# text = Anyone know what's the screening like in Chennai airport for #coronavirus ?
1	Anyone	anyone	PRON	NN	_	2	nsubj	_	_
2	know	know	VERB	VB	_	0	ROOT	_	_
3	what	what	PRON	WP	_	4	nsubj	_	_
4	's	be	AUX	VBZ	_	2	ccomp	_	_
5	the	the	DET	DT	_	6	det	_	_
6	screening	screening	NOUN	NN	_	4	attr	_	_
7	like	like	INTJ	UH	_	6	intj	_	_
8	in	in	ADP	IN	_	6	prep	_	_
9	Chennai	Chennai	PROPN	NNP	_	10	compound	_	_
10	airport	airport	NOUN	NN	_	8	pobj	_	_
11	for	for	ADP	IN	_	6	prep	_	_
12	#	#	SYM	$	_	11	pobj	_	_
13	coronavirus	coronavirus	NOUN	NN	_	11	pobj	_	_
14	?	?	PUNCT	.	_	2	punct	_	_

# text = #COVID19
1	#	#	SYM	$	_	0	ROOT	_	_
2	COVID19	covid19	NOUN	NN	_	1	punct	_	_"
This is how coronavirus started.,neutral,"# text = This is how coronavirus started.
1	This	this	PRON	DT	_	2	nsubj	_	_
2	is	be	AUX	VBZ	_	0	ROOT	_	_
3	how	how	SCONJ	WRB	_	5	advmod	_	_
4	coronavirus	coronavirus	NOUN	NN	_	5	nsubj	_	_
5	started	start	VERB	VBD	_	2	ccomp	_	_
6	.	.	PUNCT	.	_	2	punct	_	_"
Omg abc7 stfu about Corona virus,neutral,"# text = Omg abc7 stfu about Corona virus
1	Omg	Omg	PROPN	NNP	_	2	compound	_	_
2	abc7	abc7	PROPN	NNP	_	3	compound	_	_
3	stfu	stfu	NOUN	NN	_	0	ROOT	_	_
4	about	about	ADP	IN	_	3	prep	_	_
5	Corona	Corona	PROPN	NNP	_	6	compound	_	_
6	virus	virus	NOUN	NN	_	4	pobj	_	_"
Gates Foundation to help with coronavirus testing in Seattle,neutral,"# text = Gates Foundation to help with coronavirus testing in Seattle
1	Gates	Gates	PROPN	NNP	_	2	compound	_	_
2	Foundation	Foundation	PROPN	NNP	_	4	nsubj	_	_
3	to	to	PART	TO	_	4	aux	_	_
4	help	help	VERB	VB	_	0	ROOT	_	_
5	with	with	ADP	IN	_	4	prep	_	_
6	coronavirus	coronavirus	NOUN	NN	_	7	compound	_	_
7	testing	testing	NOUN	NN	_	5	pobj	_	_
8	in	in	ADP	IN	_	7	prep	_	_
9	Seattle	Seattle	PROPN	NNP	_	8	pobj	_	_"
@realDonaldTrump You were exposed to the coronavirus,neutral,"# text = @realDonaldTrump You were exposed to the coronavirus
1	@realDonaldTrump	@realdonaldtrump	NOUN	NN	_	4	dep	_	_
2	You	you	PRON	PRP	_	4	nsubjpass	_	_
3	were	be	AUX	VBD	_	4	auxpass	_	_
4	exposed	expose	VERB	VBN	_	0	ROOT	_	_
5	to	to	ADP	IN	_	4	prep	_	_
6	the	the	DET	DT	_	7	det	_	_
7	coronavirus	coronavirus	NOUN	NN	_	5	pobj	_	_"
Theory 2: The coronavirus is just a distraction to prevent us from realizing that they're rigging the polls in Biden's favor,neutral,"# text = Theory 2: The coronavirus is just a distraction to prevent us from realizing that they're rigging the polls in Biden's favor
1	Theory	theory	NOUN	NN	_	6	dep	_	_
2	2	2	NUM	CD	_	1	nummod	_	_
3	:	:	PUNCT	:	_	6	punct	_	_
4	The	the	DET	DT	_	5	det	_	_
5	coronavirus	coronavirus	NOUN	NN	_	6	nsubj	_	_
6	is	be	AUX	VBZ	_	0	ROOT	_	_
7	just	just	ADV	RB	_	9	advmod	_	_
8	a	a	DET	DT	_	9	det	_	_
9	distraction	distraction	NOUN	NN	_	6	attr	_	_
10	to	to	PART	TO	_	11	aux	_	_
11	prevent	prevent	VERB	VB	_	9	relcl	_	_
12	us	we	PRON	PRP	_	11	dobj	_	_
13	from	from	ADP	IN	_	11	prep	_	_
14	realizing	realize	VERB	VBG	_	13	pcomp	_	_
15	that	that	SCONJ	IN	_	18	mark	_	_
16	they	they	PRON	PRP	_	18	nsubj	_	_
17	're	be	AUX	VBP	_	18	aux	_	_
18	rigging	rig	VERB	VBG	_	14	ccomp	_	_
19	the	the	DET	DT	_	20	det	_	_
20	polls	poll	NOUN	NNS	_	18	dobj	_	_
21	in	in	ADP	IN	_	18	prep	_	_
22	Biden	Biden	PROPN	NNP	_	24	poss	_	_
23	's	's	PART	POS	_	22	case	_	_
24	favor	favor	NOUN	NN	_	21	pobj	_	_"
Students sent home after two new coronavirus cases found at second Sydney high school,neutral,"# text = Students sent home after two new coronavirus cases found at second Sydney high school
1	Students	student	NOUN	NNS	_	2	nsubj	_	_
2	sent	send	VERB	VBD	_	0	ROOT	_	_
3	home	home	ADV	RB	_	2	advmod	_	_
4	after	after	ADP	IN	_	2	prep	_	_
5	two	two	NUM	CD	_	8	nummod	_	_
6	new	new	ADJ	JJ	_	8	amod	_	_
7	coronavirus	coronavirus	NOUN	NN	_	8	compound	_	_
8	cases	case	NOUN	NNS	_	4	pobj	_	_
9	found	find	VERB	VBN	_	8	acl	_	_
10	at	at	ADP	IN	_	9	prep	_	_
11	second	second	ADJ	JJ	_	14	amod	_	_
12	Sydney	Sydney	PROPN	NNP	_	14	nmod	_	_
13	high	high	ADJ	JJ	_	14	amod	_	_
14	school	school	NOUN	NN	_	10	pobj	_	_"
