tweet,original_sentiment,conllu_parse
really don't understand how cutting interest rates helps fight the impact of the coronavirus. Maybe an economist can explain that to me,negative,"# text = really don't understand how cutting interest rates helps fight the impact of the coronavirus.
1	really	really	ADV	RB	_	4	advmod	_	_
2	do	do	AUX	VBP	_	4	aux	_	_
3	n't	not	PART	RB	_	4	neg	_	_
4	understand	understand	VERB	VB	_	0	ROOT	_	_
5	how	how	SCONJ	WRB	_	6	advmod	_	_
6	cutting	cut	VERB	VBG	_	9	csubj	_	_
7	interest	interest	NOUN	NN	_	8	compound	_	_
8	rates	rate	NOUN	NNS	_	6	dobj	_	_
9	helps	help	VERB	VBZ	_	4	ccomp	_	_
10	fight	fight	VERB	VB	_	9	xcomp	_	_
11	the	the	DET	DT	_	12	det	_	_
12	impact	impact	NOUN	NN	_	10	dobj	_	_
13	of	of	ADP	IN	_	12	prep	_	_
14	the	the	DET	DT	_	15	det	_	_
15	coronavirus	coronavirus	NOUN	NN	_	13	pobj	_	_
16	.	.	PUNCT	.	_	4	punct	_	_

# text = Maybe an economist can explain that to me
1	Maybe	maybe	ADV	RB	_	5	advmod	_	_
2	an	an	DET	DT	_	3	det	_	_
3	economist	economist	NOUN	NN	_	5	nsubj	_	_
4	can	can	AUX	MD	_	5	aux	_	_
5	explain	explain	VERB	VB	_	0	ROOT	_	_
6	that	that	PRON	DT	_	5	dobj	_	_
7	to	to	ADP	IN	_	5	prep	_	_
8	me	I	PRON	PRP	_	7	pobj	_	_"
Pope Francis tests negative for coronavirus after falling ill with a cold,negative,"# text = Pope Francis tests negative for coronavirus after falling ill with a cold
1	Pope	Pope	PROPN	NNP	_	2	compound	_	_
2	Francis	Francis	PROPN	NNP	_	3	nsubj	_	_
3	tests	test	VERB	VBZ	_	0	ROOT	_	_
4	negative	negative	ADJ	JJ	_	3	acomp	_	_
5	for	for	ADP	IN	_	4	prep	_	_
6	coronavirus	coronavirus	NOUN	NN	_	5	pobj	_	_
7	after	after	ADP	IN	_	3	prep	_	_
8	falling	fall	VERB	VBG	_	7	pcomp	_	_
9	ill	ill	ADJ	JJ	_	8	acomp	_	_
10	with	with	ADP	IN	_	8	prep	_	_
11	a	a	DET	DT	_	12	det	_	_
12	cold	cold	ADJ	JJ	_	10	pobj	_	_"
New datafeed. #coronavirus 2020feb01 #2019nCoV.,neutral,"# text = New datafeed.
1	New	new	ADJ	JJ	_	2	nsubj	_	_
2	datafeed	datafeed	NOUN	NN	_	0	ROOT	_	_
3	.	.	PUNCT	.	_	2	punct	_	_

# text = #coronavirus 2020feb01 #2019nCoV.
1	#	#	SYM	$	_	3	meta	_	_
2	coronavirus	coronavirus	PROPN	NNP	_	3	compound	_	_
3	2020feb01	2020feb01	NOUN	NNS	_	0	ROOT	_	_
4	#	#	SYM	$	_	5	nmod	_	_
5	2019nCoV.	2019ncov.	NUM	CD	_	3	appos	_	_"
What if Rudy Giuliani made up the corona virus to distract from the impeachment trial,neutral,"# text = What if Rudy Giuliani made up the corona virus to distract from the impeachment trial
1	What	what	PRON	WP	_	0	ROOT	_	_
2	if	if	SCONJ	IN	_	5	mark	_	_
3	Rudy	Rudy	PROPN	NNP	_	4	compound	_	_
4	Giuliani	Giuliani	PROPN	NNP	_	5	nsubj	_	_
5	made	make	VERB	VBD	_	1	advcl	_	_
6	up	up	ADP	RP	_	5	prt	_	_
7	the	the	DET	DT	_	9	det	_	_
8	corona	corona	PROPN	NNP	_	9	compound	_	_
9	virus	virus	NOUN	NN	_	5	dobj	_	_
10	to	to	PART	TO	_	11	aux	_	_
11	distract	distract	VERB	VB	_	5	advcl	_	_
12	from	from	ADP	IN	_	11	prep	_	_
13	the	the	DET	DT	_	15	det	_	_
14	impeachment	impeachment	NOUN	NN	_	15	compound	_	_
15	trial	trial	NOUN	NN	_	12	pobj	_	_"
@supplierofmemes How coronavirus will develop in sweet home Alabama,neutral,"# text = @supplierofmemes How coronavirus will develop in sweet home Alabama
1	@supplierofmemes	@supplierofmeme	VERB	VBZ	_	0	ROOT	_	_
2	How	how	SCONJ	WRB	_	5	advmod	_	_
3	coronavirus	coronavirus	NOUN	NN	_	5	nsubj	_	_
4	will	will	AUX	MD	_	5	aux	_	_
5	develop	develop	VERB	VB	_	1	ccomp	_	_
6	in	in	ADP	IN	_	5	prep	_	_
7	sweet	sweet	ADJ	JJ	_	8	amod	_	_
8	home	home	NOUN	NN	_	9	compound	_	_
9	Alabama	Alabama	PROPN	NNP	_	6	pobj	_	_"
"@PressSec @realDonaldTrump Speaking of the Corona Virus ,When's Trump going to resign",neutral,"# text = @PressSec @realDonaldTrump Speaking of the Corona Virus ,When's Trump going to resign
1	@PressSec	@PressSec	PUNCT	NFP	_	12	dep	_	_
2	@realDonaldTrump	@realdonaldtrump	NOUN	NN	_	12	dep	_	_
3	Speaking	speak	VERB	VBG	_	2	acl	_	_
4	of	of	ADP	IN	_	3	prep	_	_
5	the	the	DET	DT	_	7	det	_	_
6	Corona	Corona	PROPN	NNP	_	7	compound	_	_
7	Virus	Virus	PROPN	NNP	_	4	pobj	_	_
8	,	,	PUNCT	,	_	12	punct	_	_
9	When	when	SCONJ	WRB	_	10	advmod	_	_
10	's	be	AUX	VBZ	_	12	aux	_	_
11	Trump	Trump	PROPN	NNP	_	12	nsubj	_	_
12	going	go	VERB	VBG	_	0	ROOT	_	_
13	to	to	PART	TO	_	14	aux	_	_
14	resign	resign	VERB	VB	_	12	xcomp	_	_"
Can anybody link me to any other candidate's plan for Coronavirus?,negative,"# text = Can anybody link me to any other candidate's plan for Coronavirus?
1	Can	can	AUX	MD	_	3	aux	_	_
2	anybody	anybody	PRON	NN	_	3	nsubj	_	_
3	link	link	VERB	VB	_	0	ROOT	_	_
4	me	I	PRON	PRP	_	3	dobj	_	_
5	to	to	ADP	IN	_	3	prep	_	_
6	any	any	DET	DT	_	8	det	_	_
7	other	other	ADJ	JJ	_	8	amod	_	_
8	candidate	candidate	NOUN	NN	_	10	poss	_	_
9	's	's	PART	POS	_	8	case	_	_
10	plan	plan	NOUN	NN	_	5	pobj	_	_
11	for	for	ADP	IN	_	10	prep	_	_
12	Coronavirus	Coronavirus	PROPN	NNP	_	11	pobj	_	_
13	?	?	PUNCT	.	_	3	punct	_	_"
If i have to answer one more email or phone call at work about the coronavirus I'm actually gonna go insane,negative,"# text = If i have to answer one more email or phone call at work about the coronavirus I'm actually gonna go insane
1	If	if	SCONJ	IN	_	3	mark	_	_
2	i	I	PRON	PRP	_	3	nsubj	_	_
3	have	have	VERB	VBP	_	0	ROOT	_	_
4	to	to	PART	TO	_	5	aux	_	_
5	answer	answer	VERB	VB	_	3	xcomp	_	_
6	one	one	NUM	CD	_	8	nummod	_	_
7	more	more	ADJ	JJR	_	8	amod	_	_
8	email	email	NOUN	NN	_	5	dobj	_	_
9	or	or	CCONJ	CC	_	8	cc	_	_
10	phone	phone	NOUN	NN	_	11	compound	_	_
11	call	call	NOUN	NN	_	8	conj	_	_
12	at	at	ADP	IN	_	5	prep	_	_
13	work	work	NOUN	NN	_	12	pobj	_	_
14	about	about	ADP	IN	_	13	prep	_	_
15	the	the	DET	DT	_	16	det	_	_
16	coronavirus	coronavirus	NOUN	NN	_	14	pobj	_	_
17	I	I	PRON	PRP	_	20	nsubj	_	_
18	'm	be	AUX	VBP	_	20	aux	_	_
19	actually	actually	ADV	RB	_	20	advmod	_	_
20	gon	go	VERB	VBG	_	16	relcl	_	_
21	na	to	PART	TO	_	22	aux	_	_
22	go	go	VERB	VB	_	20	xcomp	_	_
23	insane	insane	ADJ	JJ	_	16	amod	_	_"
@pgn2001_ literally coronavirus is anything from a cold to a respiratory infection but niggas don't read,negative,"# text = @pgn2001_
1	@pgn2001	@pgn2001	NUM	CD	_	0	ROOT	_	_
2	_	_	X	ADD	_	1	punct	_	_

# text = literally coronavirus is anything from a cold to a respiratory infection but niggas don't read
1	literally	literally	ADV	RB	_	2	advmod	_	_
2	coronavirus	coronavirus	NOUN	NN	_	3	nsubj	_	_
3	is	be	AUX	VBZ	_	0	ROOT	_	_
4	anything	anything	PRON	NN	_	3	attr	_	_
5	from	from	ADP	IN	_	4	prep	_	_
6	a	a	DET	DT	_	7	det	_	_
7	cold	cold	NOUN	NN	_	5	pobj	_	_
8	to	to	ADP	IN	_	4	prep	_	_
9	a	a	DET	DT	_	11	det	_	_
10	respiratory	respiratory	ADJ	JJ	_	11	amod	_	_
11	infection	infection	NOUN	NN	_	8	pobj	_	_
12	but	but	CCONJ	CC	_	3	cc	_	_
13	niggas	niggas	NOUN	NN	_	16	nsubj	_	_
14	do	do	AUX	VBP	_	16	aux	_	_
15	n't	not	PART	RB	_	16	neg	_	_
16	read	read	VERB	VB	_	3	conj	_	_"
Twelve test negative for coronavirus in Karachi: Sindh health department,negative,"# text = Twelve test negative for coronavirus in Karachi: Sindh health department
1	Twelve	twelve	NUM	CD	_	2	nummod	_	_
2	test	test	NOUN	NN	_	0	ROOT	_	_
3	negative	negative	ADJ	JJ	_	2	amod	_	_
4	for	for	ADP	IN	_	3	prep	_	_
5	coronavirus	coronavirus	NOUN	NN	_	4	pobj	_	_
6	in	in	ADP	IN	_	3	prep	_	_
7	Karachi	Karachi	PROPN	NNP	_	6	pobj	_	_
8	:	:	PUNCT	:	_	2	punct	_	_
9	Sindh	Sindh	PROPN	NNP	_	11	compound	_	_
10	health	health	NOUN	NN	_	11	compound	_	_
11	department	department	NOUN	NN	_	2	appos	_	_"
@SKY3691111 The Pleatian are using technology to combat Coronavirus,neutral,"# text = @SKY3691111
1	@SKY3691111	@SKY3691111	PROPN	NNP	_	0	ROOT	_	_

# text = The Pleatian are using technology to combat Coronavirus
1	The	the	DET	DT	_	2	det	_	_
2	Pleatian	Pleatian	PROPN	NNP	_	4	nsubj	_	_
3	are	be	AUX	VBP	_	4	aux	_	_
4	using	use	VERB	VBG	_	0	ROOT	_	_
5	technology	technology	NOUN	NN	_	4	dobj	_	_
6	to	to	PART	TO	_	7	aux	_	_
7	combat	combat	VERB	VB	_	4	xcomp	_	_
8	Coronavirus	Coronavirus	PROPN	NNP	_	7	dobj	_	_"
Did y'all hear that Lysol works for the coronavirus ?,neutral,"# text = Did y'all hear that Lysol works for the coronavirus ?
1	Did	do	AUX	VBD	_	4	aux	_	_
2	y'	you	PRON	PRP	_	4	nsubj	_	_
3	all	all	PRON	DT	_	2	appos	_	_
4	hear	hear	VERB	VB	_	0	ROOT	_	_
5	that	that	SCONJ	IN	_	7	mark	_	_
6	Lysol	Lysol	PROPN	NNP	_	7	nsubj	_	_
7	works	work	VERB	VBZ	_	4	ccomp	_	_
8	for	for	ADP	IN	_	7	prep	_	_
9	the	the	DET	DT	_	10	det	_	_
10	coronavirus	coronavirus	NOUN	NN	_	8	pobj	_	_
11	?	?	PUNCT	.	_	4	punct	_	_"
"As coronavirus misinformation spreads on social media, Facebook removes posts",neutral,"# text = As coronavirus misinformation spreads on social media, Facebook removes posts
1	As	as	SCONJ	IN	_	4	mark	_	_
2	coronavirus	coronavirus	NOUN	NN	_	3	compound	_	_
3	misinformation	misinformation	NOUN	NN	_	4	nsubj	_	_
4	spreads	spread	VERB	VBZ	_	10	advcl	_	_
5	on	on	ADP	IN	_	4	prep	_	_
6	social	social	ADJ	JJ	_	7	amod	_	_
7	media	medium	NOUN	NNS	_	5	pobj	_	_
8	,	,	PUNCT	,	_	10	punct	_	_
9	Facebook	Facebook	PROPN	NNP	_	10	nsubj	_	_
10	removes	remove	VERB	VBZ	_	0	ROOT	_	_
11	posts	post	NOUN	NNS	_	10	dobj	_	_"
Safaera by Bad Bunny makes me wanna go back to smoking hookah at a dominican spot with no mouthpiece during a coronavirus,negative,"# text = Safaera by Bad Bunny makes me wanna go back to smoking hookah at a dominican spot with no mouthpiece during a coronavirus
1	Safaera	safaera	NOUN	NN	_	5	nsubj	_	_
2	by	by	ADP	IN	_	1	prep	_	_
3	Bad	Bad	PROPN	NNP	_	4	compound	_	_
4	Bunny	Bunny	PROPN	NNP	_	2	pobj	_	_
5	makes	make	VERB	VBZ	_	0	ROOT	_	_
6	me	I	PRON	PRP	_	7	nsubj	_	_
7	wanna	wanna	NOUN	NN	_	8	nsubj	_	_
8	go	go	VERB	VB	_	5	ccomp	_	_
9	back	back	ADV	RB	_	8	advmod	_	_
10	to	to	ADP	IN	_	9	prep	_	_
11	smoking	smoke	VERB	VBG	_	10	pcomp	_	_
12	hookah	hookah	NOUN	NN	_	11	dobj	_	_
13	at	at	ADP	IN	_	11	prep	_	_
14	a	a	DET	DT	_	16	det	_	_
15	dominican	dominican	ADJ	JJ	_	16	amod	_	_
16	spot	spot	NOUN	NN	_	13	pobj	_	_
17	with	with	ADP	IN	_	16	prep	_	_
18	no	no	DET	DT	_	19	det	_	_
19	mouthpiece	mouthpiece	NOUN	NN	_	17	pobj	_	_
20	during	during	ADP	IN	_	8	prep	_	_
21	a	a	DET	DT	_	22	det	_	_
22	coronavirus	coronavirus	NOUN	NN	_	20	pobj	_	_"
@FortniteGame The corona virus,neutral,"# text = @FortniteGame The corona virus
1	@FortniteGame	@FortniteGame	VERB	VBD	_	4	punct	_	_
2	The	the	DET	DT	_	4	det	_	_
3	corona	corona	NOUN	NN	_	4	compound	_	_
4	virus	virus	NOUN	NN	_	0	ROOT	_	_"
not excited about this Corona virus shit :(,negative,"# text = not excited about this Corona virus shit :(
1	not	not	PART	RB	_	2	neg	_	_
2	excited	excited	ADJ	JJ	_	7	advcl	_	_
3	about	about	ADP	IN	_	2	prep	_	_
4	this	this	DET	DT	_	6	det	_	_
5	Corona	Corona	PROPN	NNP	_	6	compound	_	_
6	virus	virus	NOUN	NN	_	3	pobj	_	_
7	shit	shit	NOUN	NN	_	0	ROOT	_	_
8	:(	:(	PUNCT	NFP	_	7	punct	_	_"
Main stream counting oil demand shock in China of 1.5 Mb/d due to coronavirus. #oott #tanker #shipping #oilandgas,neutral,"# text = Main stream counting oil demand shock in China of 1.5 Mb/d due to coronavirus.
1	Main	main	ADJ	JJ	_	2	amod	_	_
2	stream	stream	NOUN	NN	_	0	ROOT	_	_
3	counting	count	VERB	VBG	_	2	acl	_	_
4	oil	oil	NOUN	NN	_	5	compound	_	_
5	demand	demand	NOUN	NN	_	6	compound	_	_
6	shock	shock	NOUN	NN	_	3	dobj	_	_
7	in	in	ADP	IN	_	6	prep	_	_
8	China	China	PROPN	NNP	_	7	pobj	_	_
9	of	of	ADP	IN	_	6	prep	_	_
10	1.5	1.5	NUM	CD	_	13	nummod	_	_
11	Mb	Mb	PROPN	NNP	_	13	nmod	_	_
12	/	/	SYM	SYM	_	13	punct	_	_
13	d	d	PROPN	NNP	_	9	pobj	_	_
14	due	due	ADP	IN	_	3	prep	_	_
15	to	to	ADP	IN	_	14	pcomp	_	_
16	coronavirus	coronavirus	NOUN	NN	_	15	pobj	_	_
17	.	.	PUNCT	.	_	2	punct	_	_

# text = #oott #tanker #shipping #oilandgas
1	#	#	SYM	$	_	2	nmod	_	_
2	oott	oott	PROPN	NNP	_	6	nmod	_	_
3	#	#	SYM	$	_	4	punct	_	_
4	tanker	tanker	NOUN	NN	_	2	pobj	_	_
5	#	#	SYM	$	_	6	punct	_	_
6	shipping	shipping	PROPN	NNP	_	0	ROOT	_	_
7	#	#	SYM	$	_	6	punct	_	_
8	oilandgas	oilandgas	PROPN	NNP	_	6	dobj	_	_"
Bored of Brexit crud and coronavirus now ... In context how many people in the UK have died from ordinary flu this season?,negative,"# text = Bored of Brexit crud and coronavirus now ...
1	Bored	bore	VERB	VBN	_	0	ROOT	_	_
2	of	of	ADP	IN	_	1	prep	_	_
3	Brexit	Brexit	PROPN	NNP	_	4	compound	_	_
4	crud	crud	NOUN	NN	_	2	pobj	_	_
5	and	and	CCONJ	CC	_	4	cc	_	_
6	coronavirus	coronavirus	NOUN	NN	_	4	conj	_	_
7	now	now	ADV	RB	_	1	advmod	_	_
8	...	...	PUNCT	.	_	1	punct	_	_

# text = In context how many people in the UK have died from ordinary flu this season?
1	In	in	ADP	IN	_	10	prep	_	_
2	context	context	NOUN	NN	_	1	pobj	_	_
3	how	how	SCONJ	WRB	_	4	advmod	_	_
4	many	many	ADJ	JJ	_	5	amod	_	_
5	people	people	NOUN	NNS	_	10	nsubj	_	_
6	in	in	ADP	IN	_	5	prep	_	_
7	the	the	DET	DT	_	8	det	_	_
8	UK	UK	PROPN	NNP	_	6	pobj	_	_
9	have	have	AUX	VBP	_	10	aux	_	_
10	died	die	VERB	VBN	_	0	ROOT	_	_
11	from	from	ADP	IN	_	10	prep	_	_
12	ordinary	ordinary	ADJ	JJ	_	13	amod	_	_
13	flu	flu	NOUN	NN	_	11	pobj	_	_
14	this	this	DET	DT	_	15	det	_	_
15	season	season	NOUN	NN	_	10	npadvmod	_	_
16	?	?	PUNCT	.	_	10	punct	_	_"
The Queen dons long cream gloves amid coronavirus crisis as she hands out honours,negative,"# text = The Queen dons long cream gloves amid coronavirus crisis as she hands out honours
1	The	the	DET	DT	_	2	det	_	_
2	Queen	Queen	PROPN	NNP	_	3	nsubj	_	_
3	dons	don	VERB	VBZ	_	0	ROOT	_	_
4	long	long	ADJ	JJ	_	6	amod	_	_
5	cream	cream	NOUN	NN	_	6	compound	_	_
6	gloves	glove	NOUN	NNS	_	3	dobj	_	_
7	amid	amid	ADP	IN	_	3	prep	_	_
8	coronavirus	coronavirus	NOUN	NN	_	9	compound	_	_
9	crisis	crisis	NOUN	NN	_	7	pobj	_	_
10	as	as	SCONJ	IN	_	12	mark	_	_
11	she	she	PRON	PRP	_	12	nsubj	_	_
12	hands	hand	VERB	VBZ	_	3	advcl	_	_
13	out	out	ADP	RP	_	12	prt	_	_
14	honours	honour	NOUN	NNS	_	12	dobj	_	_"
@trapahol Corona virus and ebola,neutral,"# text = @trapahol Corona virus and ebola
1	@trapahol	@trapahol	PROPN	NNP	_	2	compound	_	_
2	Corona	Corona	PROPN	NNP	_	3	compound	_	_
3	virus	virus	NOUN	NN	_	0	ROOT	_	_
4	and	and	CCONJ	CC	_	3	cc	_	_
5	ebola	ebola	PROPN	NNP	_	3	conj	_	_"
