tweet,original_sentiment,conllu_parse
Columbia U doctor on federal response to coronavirus: 'gross amateur hour incompetence' via @msnbc #GOP,negative,"# text = Columbia U doctor on federal response to coronavirus: 'gross amateur hour incompetence' via @msnbc #GOP
1	Columbia	Columbia	PROPN	NNP	_	2	compound	_	_
2	U	U	PROPN	NNP	_	3	compound	_	_
3	doctor	doctor	NOUN	NN	_	0	ROOT	_	_
4	on	on	ADP	IN	_	3	prep	_	_
5	federal	federal	ADJ	JJ	_	6	amod	_	_
6	response	response	NOUN	NN	_	4	pobj	_	_
7	to	to	ADP	IN	_	6	prep	_	_
8	coronavirus	coronavirus	NOUN	NN	_	7	pobj	_	_
9	:	:	PUNCT	:	_	3	punct	_	_
10	'	'	PUNCT	``	_	14	punct	_	_
11	gross	gross	ADJ	JJ	_	13	amod	_	_
12	amateur	amateur	NOUN	NN	_	13	amod	_	_
13	hour	hour	NOUN	NN	_	14	compound	_	_
14	incompetence	incompetence	NOUN	NN	_	3	appos	_	_
15	'	'	PUNCT	''	_	14	punct	_	_
16	via	via	ADP	IN	_	14	prep	_	_
17	@msnbc	@msnbc	PROPN	NNP	_	19	compound	_	_
18	#	#	SYM	$	_	17	punct	_	_
19	GOP	GOP	PROPN	NNP	_	16	pobj	_	_"
SXSW cancels its 400K-person conference due to coronavirus,negative,"# text = SXSW cancels its 400K-person conference due to coronavirus
1	SXSW	SXSW	PROPN	NNP	_	2	nsubj	_	_
2	cancels	cancel	VERB	VBZ	_	0	ROOT	_	_
3	its	its	PRON	PRP$	_	7	poss	_	_
4	400K	400k	NUM	CD	_	6	nummod	_	_
5	-	-	PUNCT	HYPH	_	6	punct	_	_
6	person	person	NOUN	NN	_	7	compound	_	_
7	conference	conference	NOUN	NN	_	2	dobj	_	_
8	due	due	ADP	IN	_	2	prep	_	_
9	to	to	ADP	IN	_	8	pcomp	_	_
10	coronavirus	coronavirus	NOUN	NN	_	9	pobj	_	_"
The coronavirus is complicating Thailand's central bank decision,neutral,"# text = The coronavirus is complicating Thailand's central bank decision
1	The	the	DET	DT	_	2	det	_	_
2	coronavirus	coronavirus	NOUN	NN	_	4	nsubj	_	_
3	is	be	AUX	VBZ	_	4	aux	_	_
4	complicating	complicate	VERB	VBG	_	0	ROOT	_	_
5	Thailand	Thailand	PROPN	NNP	_	9	poss	_	_
6	's	's	PART	POS	_	5	case	_	_
7	central	central	ADJ	JJ	_	8	amod	_	_
8	bank	bank	NOUN	NN	_	9	compound	_	_
9	decision	decision	NOUN	NN	_	4	dobj	_	_"
"#coronavirus Video Early morning , #Wuhan Hundreds dressed in hazardous suits, preparing to enter tower block",neutral,"# text = #coronavirus Video Early morning , #Wuhan Hundreds dressed in hazardous suits, preparing to enter tower block
1	#	#	SYM	$	_	3	compound	_	_
2	coronavirus	coronavirus	PROPN	NNP	_	3	compound	_	_
3	Video	Video	PROPN	NNP	_	0	ROOT	_	_
4	Early	early	ADJ	JJ	_	5	amod	_	_
5	morning	morning	NOUN	NN	_	3	npadvmod	_	_
6	,	,	PUNCT	,	_	5	punct	_	_
7	#	#	SYM	$	_	9	nmod	_	_
8	Wuhan	Wuhan	PROPN	NNP	_	9	compound	_	_
9	Hundreds	Hundreds	PROPN	NNPS	_	3	conj	_	_
10	dressed	dress	VERB	VBN	_	9	acl	_	_
11	in	in	ADP	IN	_	10	prep	_	_
12	hazardous	hazardous	ADJ	JJ	_	13	amod	_	_
13	suits	suit	NOUN	NNS	_	11	pobj	_	_
14	,	,	PUNCT	,	_	9	punct	_	_
15	preparing	prepare	VERB	VBG	_	9	acl	_	_
16	to	to	PART	TO	_	17	aux	_	_
17	enter	enter	VERB	VB	_	15	xcomp	_	_
18	tower	tower	NOUN	NN	_	19	compound	_	_
19	block	block	NOUN	NN	_	17	dobj	_	_"
Hackers using coronavirus scare to spread Emotet malware in Japan via @techrepublic,neutral,"# text = Hackers using coronavirus scare to spread Emotet malware in Japan via @techrepublic
1	Hackers	hacker	NOUN	NNS	_	0	ROOT	_	_
2	using	use	VERB	VBG	_	1	acl	_	_
3	coronavirus	coronavirus	NOUN	NN	_	4	compound	_	_
4	scare	scare	NOUN	NN	_	2	dobj	_	_
5	to	to	PART	TO	_	6	aux	_	_
6	spread	spread	VERB	VB	_	2	xcomp	_	_
7	Emotet	Emotet	PROPN	NNP	_	8	compound	_	_
8	malware	malware	NOUN	NN	_	6	dobj	_	_
9	in	in	ADP	IN	_	8	prep	_	_
10	Japan	Japan	PROPN	NNP	_	9	pobj	_	_
11	via	via	ADP	IN	_	6	prep	_	_
12	@techrepublic	@techrepublic	NOUN	NN	_	11	pobj	_	_"
Canada set to deport ailing man to China amid coronavirus outbreak,neutral,"# text = Canada set to deport ailing man to China amid coronavirus outbreak
1	Canada	Canada	PROPN	NNP	_	2	nsubj	_	_
2	set	set	VERB	VBD	_	0	ROOT	_	_
3	to	to	PART	TO	_	4	aux	_	_
4	deport	deport	VERB	VB	_	2	xcomp	_	_
5	ailing	ail	VERB	VBG	_	6	amod	_	_
6	man	man	NOUN	NN	_	4	dobj	_	_
7	to	to	ADP	IN	_	4	prep	_	_
8	China	China	PROPN	NNP	_	7	pobj	_	_
9	amid	amid	ADP	IN	_	4	prep	_	_
10	coronavirus	coronavirus	PROPN	NNP	_	11	compound	_	_
11	outbreak	outbreak	NOUN	NN	_	9	pobj	_	_"
"@realDonaldTrump Let's pretend not coronavirus was the imminent, and climate change the long term threat for national security",negative,"# text = @realDonaldTrump Let's pretend not coronavirus was the imminent, and climate change the long term threat for national security
1	@realDonaldTrump	@realdonaldtrump	VERB	VB	_	0	ROOT	_	_
2	Let	let	VERB	VB	_	1	dep	_	_
3	's	us	PRON	PRP	_	4	nsubj	_	_
4	pretend	pretend	VERB	VB	_	2	ccomp	_	_
5	not	not	PART	RB	_	6	neg	_	_
6	coronavirus	coronavirus	NOUN	NN	_	7	nsubj	_	_
7	was	be	AUX	VBD	_	4	ccomp	_	_
8	the	the	DET	DT	_	9	det	_	_
9	imminent	imminent	ADJ	JJ	_	7	attr	_	_
10	,	,	PUNCT	,	_	7	punct	_	_
11	and	and	CCONJ	CC	_	7	cc	_	_
12	climate	climate	NOUN	NN	_	13	nsubj	_	_
13	change	change	VERB	VBP	_	1	conj	_	_
14	the	the	DET	DT	_	17	det	_	_
15	long	long	ADJ	JJ	_	16	amod	_	_
16	term	term	NOUN	NN	_	17	compound	_	_
17	threat	threat	NOUN	NN	_	13	dobj	_	_
18	for	for	ADP	IN	_	17	prep	_	_
19	national	national	ADJ	JJ	_	20	amod	_	_
20	security	security	NOUN	NN	_	18	pobj	_	_"
Suspected New York coronavirus hate crime investigated after man sprays air freshener at Asian passenger,negative,"# text = Suspected New York coronavirus hate crime investigated after man sprays air freshener at Asian passenger
1	Suspected	Suspected	PROPN	NNP	_	6	compound	_	_
2	New	New	PROPN	NNP	_	3	compound	_	_
3	York	York	PROPN	NNP	_	5	compound	_	_
4	coronavirus	coronavirus	NOUN	NN	_	5	compound	_	_
5	hate	hate	NOUN	NN	_	6	compound	_	_
6	crime	crime	NOUN	NN	_	0	ROOT	_	_
7	investigated	investigate	VERB	VBN	_	6	acl	_	_
8	after	after	ADP	IN	_	7	prep	_	_
9	man	man	NOUN	NN	_	10	compound	_	_
10	sprays	spray	NOUN	NNS	_	12	compound	_	_
11	air	air	NOUN	NN	_	12	compound	_	_
12	freshener	freshener	NOUN	NN	_	8	pobj	_	_
13	at	at	ADP	IN	_	12	prep	_	_
14	Asian	asian	ADJ	JJ	_	15	amod	_	_
15	passenger	passenger	NOUN	NN	_	13	pobj	_	_"
Americans prepping for coronavirus by buying 800 rolls of toilet paper and 2 cans of kidney beans.,negative,"# text = Americans prepping for coronavirus by buying 800 rolls of toilet paper and 2 cans of kidney beans.
1	Americans	american	NOUN	NNS	_	0	ROOT	_	_
2	prepping	preppe	VERB	VBG	_	1	acl	_	_
3	for	for	ADP	IN	_	2	prep	_	_
4	coronavirus	coronavirus	NOUN	NN	_	3	pobj	_	_
5	by	by	ADP	IN	_	2	prep	_	_
6	buying	buy	VERB	VBG	_	5	pcomp	_	_
7	800	800	NUM	CD	_	8	nummod	_	_
8	rolls	roll	NOUN	NNS	_	6	dobj	_	_
9	of	of	ADP	IN	_	8	prep	_	_
10	toilet	toilet	NOUN	NN	_	11	compound	_	_
11	paper	paper	NOUN	NN	_	9	pobj	_	_
12	and	and	CCONJ	CC	_	8	cc	_	_
13	2	2	NUM	CD	_	14	nummod	_	_
14	cans	can	NOUN	NNS	_	8	conj	_	_
15	of	of	ADP	IN	_	14	prep	_	_
16	kidney	kidney	NOUN	NN	_	17	compound	_	_
17	beans	bean	NOUN	NNS	_	15	pobj	_	_
18	.	.	PUNCT	.	_	1	punct	_	_"
Corona virus ain't shit it got nothing on me,negative,"# text = Corona virus ain't shit it got nothing on me
1	Corona	Corona	PROPN	NNP	_	2	compound	_	_
2	virus	virus	NOUN	NN	_	5	nsubj	_	_
3	ai	be	AUX	VBP	_	5	aux	_	_
4	n't	not	PART	RB	_	5	neg	_	_
5	shit	shit	VERB	VB	_	0	ROOT	_	_
6	it	it	PRON	PRP	_	7	nsubj	_	_
7	got	get	VERB	VBD	_	5	ccomp	_	_
8	nothing	nothing	PRON	NN	_	7	dobj	_	_
9	on	on	ADP	IN	_	7	prep	_	_
10	me	I	PRON	PRP	_	9	pobj	_	_"
A kpop acc giving updates on coronavirus???,neutral,"# text = A kpop acc giving updates on coronavirus???
1	A	a	DET	DT	_	5	det	_	_
2	kpop	kpop	ADJ	JJ	_	5	amod	_	_
3	acc	acc	NOUN	NN	_	4	compound	_	_
4	giving	giving	NOUN	NN	_	5	compound	_	_
5	updates	update	NOUN	NNS	_	0	ROOT	_	_
6	on	on	ADP	IN	_	5	prep	_	_
7	coronavirus	coronavirus	NOUN	NN	_	6	pobj	_	_
8	?	?	PUNCT	.	_	5	punct	_	_
9	?	?	PUNCT	.	_	5	punct	_	_
10	?	?	PUNCT	.	_	5	punct	_	_"
Sonicwall is offering 10 day complimentary spike licenses to orgs because of Corona Virus in affected areas.,neutral,"# text = Sonicwall is offering 10 day complimentary spike licenses to orgs because of Corona Virus in affected areas.
1	Sonicwall	sonicwall	NOUN	NN	_	3	nsubj	_	_
2	is	be	AUX	VBZ	_	3	aux	_	_
3	offering	offer	VERB	VBG	_	0	ROOT	_	_
4	10	10	NUM	CD	_	5	nummod	_	_
5	day	day	NOUN	NN	_	6	npadvmod	_	_
6	complimentary	complimentary	ADJ	JJ	_	8	amod	_	_
7	spike	spike	ADJ	JJ	_	8	amod	_	_
8	licenses	license	NOUN	NNS	_	3	dobj	_	_
9	to	to	PART	TO	_	10	aux	_	_
10	orgs	orgs	VERB	VB	_	3	xcomp	_	_
11	because	because	SCONJ	IN	_	10	prep	_	_
12	of	of	ADP	IN	_	11	pcomp	_	_
13	Corona	Corona	PROPN	NNP	_	14	compound	_	_
14	Virus	Virus	PROPN	NNP	_	11	pobj	_	_
15	in	in	ADP	IN	_	14	prep	_	_
16	affected	affected	ADJ	JJ	_	17	amod	_	_
17	areas	area	NOUN	NNS	_	15	pobj	_	_
18	.	.	PUNCT	.	_	3	punct	_	_"
Coronavirus arriving in Lagos while you lot are still on about #LagosOkadaBan,neutral,"# text = Coronavirus arriving in Lagos while you lot are still on about #LagosOkadaBan
1	Coronavirus	Coronavirus	PROPN	NNP	_	2	nsubj	_	_
2	arriving	arrive	VERB	VBG	_	0	ROOT	_	_
3	in	in	ADP	IN	_	2	prep	_	_
4	Lagos	Lagos	PROPN	NNP	_	3	pobj	_	_
5	while	while	SCONJ	IN	_	8	mark	_	_
6	you	you	PRON	PRP	_	7	nmod	_	_
7	lot	lot	NOUN	NN	_	8	nsubj	_	_
8	are	be	AUX	VBP	_	2	advcl	_	_
9	still	still	ADV	RB	_	8	advmod	_	_
10	on	on	ADP	IN	_	8	prep	_	_
11	about	about	ADP	IN	_	12	advmod	_	_
12	#	#	SYM	$	_	10	pobj	_	_
13	LagosOkadaBan	LagosOkadaBan	NOUN	NNS	_	10	pobj	_	_"
I haven't taken my Christmas tree down yet because of the coronavirus. #blamethecoronavirus,negative,"# text = I haven't taken my Christmas tree down yet because of the coronavirus.
1	I	I	PRON	PRP	_	4	nsubj	_	_
2	have	have	AUX	VBP	_	4	aux	_	_
3	n't	not	PART	RB	_	4	neg	_	_
4	taken	take	VERB	VBN	_	0	ROOT	_	_
5	my	my	PRON	PRP$	_	7	poss	_	_
6	Christmas	Christmas	PROPN	NNP	_	7	compound	_	_
7	tree	tree	NOUN	NN	_	4	dobj	_	_
8	down	down	ADP	RP	_	4	prt	_	_
9	yet	yet	ADV	RB	_	4	advmod	_	_
10	because	because	SCONJ	IN	_	4	prep	_	_
11	of	of	ADP	IN	_	10	pcomp	_	_
12	the	the	DET	DT	_	13	det	_	_
13	coronavirus	coronavirus	NOUN	NN	_	10	pobj	_	_
14	.	.	PUNCT	.	_	4	punct	_	_

# text = #blamethecoronavirus
1	#	#	SYM	$	_	2	nmod	_	_
2	blamethecoronavirus	blamethecoronavirus	PROPN	NNP	_	0	ROOT	_	_"
#WuhanJiayou #coronavirus #nodiscrimination,neutral,"# text = #WuhanJiayou #coronavirus #nodiscrimination
1	#	#	SYM	$	_	3	nmod	_	_
2	WuhanJiayou	WuhanJiayou	PROPN	NNP	_	3	nmod	_	_
3	#	#	PROPN	NNP	_	6	nmod	_	_
4	coronavirus	coronavirus	PROPN	NNP	_	5	compound	_	_
5	#	#	SYM	$	_	6	compound	_	_
6	nodiscrimination	nodiscrimination	NOUN	NN	_	0	ROOT	_	_"
How long until someone states Eternal Atake cured corona virus'ùî,negative,"# text = How long until someone states Eternal Atake cured corona virus'ùî
1	How	how	SCONJ	WRB	_	2	advmod	_	_
2	long	long	ADV	RB	_	8	advmod	_	_
3	until	until	SCONJ	IN	_	5	mark	_	_
4	someone	someone	PRON	NN	_	5	nsubj	_	_
5	states	state	VERB	VBZ	_	2	advcl	_	_
6	Eternal	Eternal	PROPN	NNP	_	7	compound	_	_
7	Atake	Atake	PROPN	NNP	_	5	dobj	_	_
8	cured	cure	VERB	VBD	_	0	ROOT	_	_
9	corona	corona	ADJ	JJ	_	10	compound	_	_
10	virus'ùî	virus'ùî	NOUN	NN	_	8	dobj	_	_"
Coronavirus coach company explains why drivers didn't wear protective gear,neutral,"# text = Coronavirus coach company explains why drivers didn't wear protective gear
1	Coronavirus	Coronavirus	PROPN	NNP	_	3	compound	_	_
2	coach	coach	NOUN	NN	_	3	compound	_	_
3	company	company	NOUN	NN	_	4	nsubj	_	_
4	explains	explain	VERB	VBZ	_	0	ROOT	_	_
5	why	why	SCONJ	WRB	_	9	advmod	_	_
6	drivers	driver	NOUN	NNS	_	9	nsubj	_	_
7	did	do	AUX	VBD	_	9	aux	_	_
8	n't	not	PART	RB	_	9	neg	_	_
9	wear	wear	VERB	VB	_	4	ccomp	_	_
10	protective	protective	ADJ	JJ	_	11	amod	_	_
11	gear	gear	NOUN	NN	_	9	dobj	_	_"
am I the only one not really tripping off this coronavirus?,negative,"# text = am I the only one not really tripping off this coronavirus?
1	am	be	AUX	VBP	_	0	ROOT	_	_
2	I	I	PRON	PRP	_	1	nsubj	_	_
3	the	the	DET	DT	_	5	det	_	_
4	only	only	ADJ	JJ	_	5	amod	_	_
5	one	one	NUM	CD	_	1	attr	_	_
6	not	not	PART	RB	_	8	neg	_	_
7	really	really	ADV	RB	_	8	advmod	_	_
8	tripping	trip	VERB	VBG	_	5	acl	_	_
9	off	off	ADP	RP	_	8	prt	_	_
10	this	this	DET	DT	_	11	det	_	_
11	coronavirus	coronavirus	NOUN	NN	_	8	dobj	_	_
12	?	?	PUNCT	.	_	1	punct	_	_"
UK universities face cash black hole amid coronavirus crisis,negative,"# text = UK universities face cash black hole amid coronavirus crisis
1	UK	UK	PROPN	NNP	_	2	compound	_	_
2	universities	university	NOUN	NNS	_	3	nsubj	_	_
3	face	face	VERB	VBP	_	0	ROOT	_	_
4	cash	cash	NOUN	NN	_	6	nmod	_	_
5	black	black	ADJ	JJ	_	6	amod	_	_
6	hole	hole	NOUN	NN	_	3	dobj	_	_
7	amid	amid	ADP	IN	_	3	prep	_	_
8	coronavirus	coronavirus	NOUN	NN	_	9	compound	_	_
9	crisis	crisis	NOUN	NN	_	7	pobj	_	_"
Wall Street is fixating on every fear gauge to map the fallout from the coronavirus,neutral,"# text = Wall Street is fixating on every fear gauge to map the fallout from the coronavirus
1	Wall	Wall	PROPN	NNP	_	2	compound	_	_
2	Street	Street	PROPN	NNP	_	4	nsubj	_	_
3	is	be	AUX	VBZ	_	4	aux	_	_
4	fixating	fixate	VERB	VBG	_	0	ROOT	_	_
5	on	on	ADP	IN	_	4	prep	_	_
6	every	every	DET	DT	_	8	det	_	_
7	fear	fear	NOUN	NN	_	8	compound	_	_
8	gauge	gauge	NOUN	NN	_	5	pobj	_	_
9	to	to	PART	TO	_	10	aux	_	_
10	map	map	VERB	VB	_	4	xcomp	_	_
11	the	the	DET	DT	_	12	det	_	_
12	fallout	fallout	NOUN	NN	_	10	dobj	_	_
13	from	from	ADP	IN	_	12	prep	_	_
14	the	the	DET	DT	_	15	det	_	_
15	coronavirus	coronavirus	NOUN	NN	_	13	pobj	_	_"
