ID,tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed
1.24514e+18,"I wish it was coz he aint worried about corona, dogs cant get it",1,0,0,0,1,0,1
1.24514e+18,Happy new month love. I wish you corona free and more happy times with your family,1,0,1,0,0,0,0
1.24514e+18,Because weve known about this for months but our president has had his head up his ass. coronavirus,0,0,0,0,0,0,1
1.24514e+18,Happy new month fam! May the corona thing end in Jesus name,1,0,1,0,0,0,0
1.24514e+18,"Covid19 shall not see our end, we shall see the end of covid19!! ~Psalm 118:17 Happy New Month y'all",1,0,0,0,0,0,0
1.24514e+18,Our crack coronavirus management team now plans to lose 100K-240K Americans due to incompetence.,0,0,0,0,0,0,1
1.24514e+18,He been doing this kinda shit all week. Fucking the world over while mfs fight corona,0,0,0,0,0,0,1
1.24514e+18,Facts I hope this corona over by then Bc its gone be my 21st,1,0,0,0,0,0,0
1.24514e+18,400k followers thanks y'all . HappyNewMontt COVID19 StayAtHome,1,1,0,0,0,0,0
1.24514e+18,corona better end now or i will strangle every person (esp my brother) in this house i cannot survive with them anymore please,0,0,0,0,0,0,1
1.24514e+18,That corona virus aint gonna go away in La county anytime soon so long as all these businesses are still open.,0,0,0,1,0,0,1
1.24514e+18,The government should better wake up in the morning and tell us that this corona virus is April fool something. I am tired...,0,0,0,1,0,1,1
1.24514e+18,Hes a fckn liar about CoronaVirus Book promotion BS,0,0,0,0,0,0,1
1.24514e+18,Posting rather boring text convos on Twitter coronavirus,0,0,0,0,0,1,0
1.24514e+18,"Does anyone know if Russia, Syria or North Korea has the corona virus? Not hearing anything at all about those countries.",0,0,0,0,0,0,0
1.24514e+18,can we expect food shortages because of the coronavirus store sell worker fear,0,0,0,0,1,0,1
1.24514e+18,Just an absolute fucking coward. Hes saying he wont save lives unless hes ordered to. Fucking Nazi. coronavirus,0,0,0,0,0,1,1
1.24514e+18,a girl i went to hs put pics of her getting tested for corona on her snap um,0,0,0,0,1,1,0
1.24514e+18,People are really shining during this whole Covid_19 thing. Good job humans!,1,1,0,0,0,0,0
1.24514e+18,But theres a religion who knows how to use COVID19 as weapon for their sinister Jihad. CoronaJihad COVIDIOT,0,0,0,0,0,0,1
1.24514e+18,if i get corona den i get corona.. at the end of the day its not gonna stop me from partying,1,0,0,0,0,0,0
1.24514e+18,Allah ap ko bhi safa ata fermain. Ameen. Be strong. IA Allah will give full and speedy recovery. coronavirus,0,0,1,0,0,0,0
1.24514e+18,Lost my job to covid19. Heart broken would be an understatement. Wishing this would end soon.,0,0,0,0,0,1,0
1.24514e+18,selenators tweeting this again... corona cant end fast enough,0,0,0,1,0,1,1
1.24514e+18,a woman who was completely healthy died in la from corona virus so if harrys there he better stay the fuck inside i stg this is terrifying,0,0,0,0,1,0,0
1.24514e+18,Its coronavirus. All cases are serious. One has already died from the virus.,0,0,0,0,1,1,0
1.24514e+18,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19 coronavirus,0,0,0,0,0,1,0
1.24514e+18,It was must see tv for awhile until the usual suspects took over. COVID19,0,0,0,0,0,1,1
1.24514e+18,Like 911 forever changed us so will COVID19 We now understand we only have so much control...,1,0,0,1,0,0,0
1.24514e+18,Our president DonaldTrump is wack. He has failed us every step of the way through Covid_19 crisis. Chump! Thanks for nothing!,0,0,0,0,0,0,1
1.24514e+18,let alone all the Coronavirus regulations going on with essential businesses PEOPLE USE YOUR BRAINS,1,0,0,0,0,0,1
1.24514e+18,"Strewth - US are posting coronavirus cases of +23,559 in a single day. Shocking, but at least is being recorded accurately.",0,0,0,0,1,0,0
1.24514e+18,Hey You don't need to be positive or negative. You just need to be honest... Trump COVID coronavirus,0,0,0,0,0,0,1
1.24514e+18,Had to change up my roll out due to Corona. Tryna get somethin out though ASAP,1,0,0,1,0,0,0
1.24514e+18,Cant believe Bono just died of corona virus. Another soul taken from us u2 coronavirus anotheronebitesthedust,0,0,0,0,0,1,0
1.24514e+18,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19 coronavirus,0,0,0,0,1,0,0
1.24514e+18,More testing kits more cases duh. And less Casulaties. coronavirus TheLockdown Coronavirustruth,0,0,0,1,0,1,0
1.24514e+18,100k to 240k US deaths is trumps prediction? Does that mean it will really be 2 million? coronavirus Trump,0,0,0,0,1,0,1
1.24514e+18,"Our municipality is now covid19 free. Thanks God, i wish the whole world can heal.",0,1,1,0,0,0,0
1.24514e+18,Hate this administration... and Covid_19 worry about them and let teachers take a break!,0,0,0,0,1,0,1
1.24514e+18,The CDC and the WHO downplayed the corona virus ! Get your facts right,0,0,0,0,0,0,1
1.24514e+18,yup matt 24.... to go with pestilence Coronavirus and Texas earthquake and the locusts and the... you get the picture...,0,0,0,1,0,0,0
1.24514e+18,Mom had pictures fall off the wall up in Kalispell. earthquake COVID19 endoftimes,0,0,0,0,1,1,0
1.24514e+18,"Mark my words, Florida will sadly become the Lombardy of America. coronavirus",0,0,0,1,0,1,0
1.24514e+18,yup matt 24.... to go with pestilence Coronavirus and Texas earthquake and the locusts and the... you get the picture...,0,0,0,1,0,0,0
1.24514e+18,Corona Virus please go away I took going out for granted and Im sorry,0,0,0,0,0,1,1
1.24514e+18,"day 18 of quarantine, i gave myself a haircut and it turned out really great coronavirus",1,0,0,0,0,0,0
1.24514e+18,Corona already fucked up my annual spring session. If I don't get to get tatted this summer I'ma lose it,0,0,0,0,1,0,1
1.24514e+18,Which one of friends owns a company that makes ventilators? 25thAmendment coronavirus lookintothat,0,0,0,0,0,0,0
1.24514e+18,"Healing prayers for our Officers and Civilians, ~M COVID19",0,0,1,0,0,0,0
1.24514e+18,Im a fan of the Coronavirus daily/morning briefing; but its pronounced Hu-BAY (Hubei province),1,1,0,0,0,1,1
1.24514e+18,I don't give a shit. I'd be happy to see him get Coronavirus because insensitive people are scum.,0,0,0,0,0,0,1
1.24514e+18,Reinfection due to New Varients in short time is most likely explanation of danger by Covid19,0,0,0,0,0,0,0
1.24514e+18,"I have been afraid/terrified since January 20, 2017. WorstPresidentEver NoRespectForDonaldTrump coronavirus",0,0,0,0,1,0,0
1.24514e+18,Thanks Corona. this is very painful. My hands already bleeding easily.,0,0,0,0,1,1,1
1.24514e+18,Please Scientists around the world find a cure for the Corona Virus today.,1,0,1,1,0,0,0
1.24514e+18,"I am very scared of this disease, Corona, may God be with you, my love",0,0,0,0,1,1,0
1.24514e+18,"Alabama,Louisiana,Texas and Mississippi stats for Covid19 will be rising....soon.",0,0,0,1,0,0,0
1.24514e+18,first person in my county died from the corona virus feeling Bad,0,0,0,0,0,1,0
1.24514e+18,"Yo Jay, why am I seeing a fucking shit ton of people driving around and just out and about? AskGovInslee coronavirus",0,0,0,0,0,0,1
1.24514e+18,I wish you would get corona and go the fuck away,1,0,0,0,0,0,1
1.24514e+18,They are using that to treat covid19 patients as we speak. Why are doctors taking such a risk? Should they use another antibiotic?,0,1,0,0,1,0,1
1.24514e+18,"Im having a great day. Hopefully there are many more birthdays to come, but none where coronavirus is a part.",1,0,1,0,0,0,0
1.24514e+18,Hey Bill Gates! I saw your patent on the Coronavirus! Fuck this simulation and your stupid games. I'm sick of them now.,0,0,0,0,0,0,1
1.24514e+18,"This goes for everyone! If you make a Corona Virus joke tomorrow on April Fool's Day, without hesitation YOU WILL BE BLOCKED AND REPORTED!",0,0,0,0,0,0,1
1.24514e+18,Nobody: Trinidad: 85 cases of Corona Me: Why I still in this country baii.....,0,0,0,0,1,1,0
1.24514e+18,Latest one man has test positive in kano state for corona .,0,0,0,0,1,1,0
1.24514e+18,Man...... I was lookin forward to hearing Vergo laugh in real time . This Corona thing SUCKS!!!,0,0,0,1,0,1,0
1.24514e+18,actually no keep tweeting id rather see earthquake tweets than coronavirus tweets,0,0,0,1,1,0,0
1.24514e+18,In this unprecedented pandemic outbreak coronavirus should we consider not traveling to villages to avoid further spread,0,0,0,0,1,0,0
1.24514e+18,No more usuing corona as an excuse with the gym. Im making the best of what I got at home and getting these gains.,1,0,0,0,0,0,0
1.24514e+18,Dont go outside because lets face it no one can afford the cost of treatment for Coronavirus,0,0,0,1,1,1,0
1.24514e+18,Do you think Donald Trump is a craptacular leader during this Covid19 pandemic?,0,0,0,1,0,0,0
1.24514e+18,YAY CNN! Way to go! (airing the informative sections of the COVID19 daily briefings) Thank you!,0,1,0,0,0,0,0
1.24514e+18,6.3 earthquake! cnn get the story imalreadypoor makeitstop coronavirus Thisisit,0,0,0,0,0,0,1
1.24514e+18,thank you for telling the truth about the Horseshoe Bat the BSL4 in Wuhan. Truth be told. Coronavirustruth coronavirus,0,1,0,0,0,0,1
1.24514e+18,This is a health issue if masks are useful and recommended please the govt must provide those masks for free to curb the virus coronavirus,1,0,0,0,1,0,1
1.24514e+18,"Awful late in the game when your the global hub for the Corona invasion, jus sayin",0,0,0,1,0,0,1
1.24514e+18,Jake check out the Australian 60 minutes on China and the Coronavirus I think your viewers would love it,1,0,0,0,0,0,0
1.24514e+18,That moment you realize your new medication has side effects identical to corona virus symptoms how will I know?,0,0,0,0,1,0,0
1.24514e+18,Im scared to go to work tomorrow cause of this corona shit. I do not want to touch NOBODYS phone.,0,0,0,0,1,0,1
1.24514e+18,Very soon well wake up one morning and find out corona is all gone Amen,1,0,1,0,0,0,0
1.24514e+18,Corona in the way Im supposed to be handing my business so I can get ready to go with QC this summer,0,0,0,0,1,1,0
1.24514e+18,I know its the 1st April but please dont be making fake news about corona,0,0,0,0,1,0,1
1.24514e+18,This was is a hell of a way to kick off the NewDecade FactsMatter COVID19 TrumpIsAVirus TrumpLiesPeopleDie AllInThisTogether,0,0,0,0,0,0,1
1.24514e+18,I'm glad to know corona hasnt effected SorrowTV. maybe if he put out more of his delicious content I wouldn't have to worry.,1,1,0,0,0,0,0
1.24514e+18,Hes a Republican! Bottom line majority of doesnt seem to take COVID19 seriously!,0,0,0,0,0,0,1
1.24514e+18,Why were in the horrible situation in USA. COVID19 coronavirus COVID19 CoronavirusUSA,0,0,0,0,1,0,0
1.24514e+18,if any of you fuckers make a coronavirus joke tomorrow im blocking on sight,0,0,0,0,0,0,1
1.24514e+18,mfs saying corona finna kill 200k in 2 weeks in america bruh thank god i live in georgia close call,1,1,0,0,0,0,0
1.24514e+18,"That's if we even have a season. With the way the coronavirus is playing out, we may en up having a delay.",0,0,0,1,0,0,0
1.24514e+18,can we all wake up in the morning of April 1 and hear in the news that the covid19 and other bad things miraculously disappeared?,1,0,0,1,0,0,0
1.24514e+18,"Youll probably get corona from the packaging, the warehouse is absolutely rammed n its everywhere",0,0,0,1,1,0,0
1.24514e+18,7...definitely. These entire two weeks has been 7. StayHome COVID19,0,0,0,0,0,1,0
1.24514e+18,I love the Coronavirus safety commercials. Rider is soooo cute,1,0,0,0,0,0,0
1.24514e+18,"I hope we wont get to see Jim Acosta face again during the daily coronavirus briefing. Ugh, the smugness!",0,0,0,0,0,0,1
1.24514e+18,100k - 200k projected deaths. Stay off the fucking beach. Stop partying. coronavirus,0,0,0,0,0,0,1
1.24514e+18,outage info? 38060 and the app wont even let me log in. Is this a nation wide outage??? coronavirus,0,0,0,0,0,0,1
1.24514e+18,So tmr the Aprils fools is that corona was all a joke right? Because this shit aint funny no more,0,0,0,0,0,1,1
1.24514e+18,So much I miss her and 2020 was suppose to be for all of the girls comeback but no we got corona Bitch ass,0,0,0,0,0,0,1
1.24514e+18,So lucky that he has over 9k new COVID19 cases in just the past 24 hrs...,0,0,0,0,0,0,1
1.24514e+18,How do anti-vaxxers feel about the development of a coronavirus vaccine?,0,0,1,0,0,0,1
1.24514e+18,This corona pandemic is causing much more emotional and mental damage tha n physical one.,0,0,0,1,1,1,0
1.24514e+18,Very touching and relatable story of personal Covid-19 tragedy - thank you,0,1,1,0,0,1,0
1.24514e+18,Anyone feel better after the presidential COVID19 briefing? Just throwing it out there.. itisawarzone,1,0,0,1,0,0,0
1.24514e+18,Coronavirus has taken the wind out of April Fool's Days's sails. I'll be mightily impressed with anything that hits.,1,0,0,1,0,1,0
1.24514e+18,amazing piece on the corona outbreak!! Exceptional work man!,0,1,0,0,0,1,0
1.24514e+18,this corona shit gotta go cuz I got plots this summer,0,0,0,0,0,0,1
1.24514e+18,I swear to Jesus if I see anyone do a April fools joke saying they have coronavirus or some shit like that I'll beat the shit out of you,0,0,0,0,0,0,1
1.24514e+18,So I see March isn't here anymore. It was a bloody nasty era. COVID19 COVIDpandemic StayHomeStaySafe,0,0,0,1,0,1,0
1.24514e+18,part of me is hoping that all of this coronavirus stuff is just one really big April Fools joke,1,0,0,0,1,0,0
1.24514e+18,breaks my heart to see how the animal shelters are struggling to keep up supplies with the coronavirus in full swing.,0,0,0,0,1,1,0
1.24514e+18,"Morris County, NJ is very quiet. People are mostly home. coronavirus",0,1,0,0,0,0,0
1.24514e+18,incase people still dont realize how serious this really is coronavirus,0,0,0,0,1,0,0
1.24514e+18,I want God to wipe away Corona virus or any other disease the devil is planning to invent again. Amen,1,0,1,0,0,0,0
1.24514e+18,"There was just a mad earthquake in boise. So corona, earthquakes in abnormal places, the apocalypse really is coming",0,0,0,1,1,0,0
1.24514e+18,"how are you holding up with coronavirus? Anyhow, psyched that NickFoles is joining your ChicagoBears?",1,0,0,1,0,0,0
1.24514e+18,Coronavirus Prevention Tips: 3. Clean your hands with an alcohol-based hand sanitizer where there is no water and soap to wash your hands.,1,0,0,0,0,0,0
1.24514e+18,Yea. I just starting to get tired of Coronavirus as well. :(,0,0,0,0,0,1,0
1.24514e+18,The fact I was supposed to leave for South Africa tomorrow and now I cant cause of this corona stuff makes me depressed :(,0,0,0,0,0,1,0
1.24514e+18,"Mr President, We really didn't want to win the most Covid19 deaths, but we're headed there. Can we stop winning now? SincerelyAmerica",0,0,0,0,1,1,1
1.24514e+18,Sure wish Corona had some dirt on the Clinton's so we could get back to normal life already.,1,0,0,0,1,0,0
1.24514e+18,A hospital with a morgue in Central Park?! This is a moment in history.. RIP to every1 lost. Stay tf home. coronavirus itsreal,1,0,0,0,1,1,0
1.24514e+18,2 ppl just caught coronavirus that was working at the store where Im at and these ppl dont give two fucks,0,0,0,0,0,0,1
1.24514e+18,"Me either, but it's very important to stay home to help end this Covid-19 pandemic. COVID19 CoronaVirus",1,0,1,0,0,0,0
1.24514e+18,Stfu. We just want people to stay home so this fucken coronavirus can go away,1,0,0,0,0,0,1
1.24514e+18,Livin wit my grandparents. No job. No school. No basketball. Corona got me feelin like a big bum,0,0,0,1,0,1,0
1.24514e+18,I dont think its thats serious thought unless he actually has coronavirus,0,0,0,0,1,0,0
1.24514e+18,Coronavirus guys let us practice social distancing for your own benefits. Be careful out here and take good care family.,1,0,0,0,0,0,0
1.24514e+18,yall really getting mad at these people for canceling school like they can control the corona virus ..,0,0,0,0,0,0,1
1.24514e+18,Bravo proud of you!! Bas te5las el corona mnerja3 la dawem el 9:30??,1,0,0,0,0,0,0
1.24514e+18,My former classmate Dr. with some simple tips on how to coronavirus-proof your home.,1,0,0,0,0,0,0
1.24514e+18,"God bless, I wish you safe recovery and I hope your family is ok. Covid_19",0,0,1,0,0,0,0
1.24514e+18,my mom just told me that they tested someone they tested for corona at her work came back positive,0,0,0,0,1,1,0
1.24514e+18,"One of my friends is in the hospital with the corona virus . Please, be safe. Take this seriously.",0,0,0,0,0,1,0
1.24514e+18,"Remember hand sanitizer can make your hands dry, so don't forget to moisturise! COVID19 SARSCoV2 nCoV19 HcoV19",1,0,0,0,0,0,0
1.24514e+18,I dont think my tiny mind can take any corona related April fools jokes. Please consider other topics!,0,0,0,0,0,0,1
1.24514e+18,I gotta get back right this coronavirus shit got me tripped out,0,0,0,0,0,1,1
1.24514e+18,when u feel the slightest bit of a cold and now ur wondering if u have corona :/,0,0,0,1,1,0,0
1.24514e+18,Telling yall rn faking being positive for corona virus will not be tolerated this April fools,0,0,0,0,0,0,1
1.24514e+18,I pray let's dz rain carry Corona go far away,0,0,1,0,0,0,0
1.24514e+18,"But if someone is dying of cancer, they contract Coronavirus, its a Coronavirus casualty. Skewed numbers. - DC",0,0,0,0,1,0,1
1.24514e+18,Bravo for making 50k masks! Thank you coronavirus,0,1,0,0,0,0,0
1.24514e+18,Thanks for your $38 of emergency pay SocialDistancing covid19 texas help,1,1,0,0,0,0,0
1.24514e+18,What's your hospital doing to support health care workers during the COVID19 ? AASCHAT,0,0,0,0,0,0,1
1.24514e+18,I just purposely contracted coronavirus after watching this because I dont wanna be here anymore,0,0,0,0,1,0,1
1.24514e+18,Oh no... COVID19 acute hemorrhagic necrotizing encephalopathy. Here we go colleagues!,0,0,0,0,0,1,0
1.24514e+18,China must compensate to every country seriously afected by Covid19! Starting for poorers ones!!,0,0,0,0,0,0,1
1.24514e+18,"dont fake having corona for April fools, its a real virus affecting real people with very real consequences, thanks management",1,0,0,0,1,0,1
1.24514e+18,I imagine the delays killed. I feel a sense of betrayal . . A young child died today of coronavirus . A hoax?,0,0,0,0,0,1,1
1.24514e+18,Do I have corona virus or did my dumbass make my body dependent on alcohol that it cant cope without it ?????,0,0,0,1,1,0,1
1.24514e+18,"We had hail and 45mph winds, this earthquake and COVID19 shelter in place orders. Boise has had quite a day!",1,0,0,0,1,0,1
1.24514e+18,Well if we don't need actual numbers we don't need test for the coronavirus or any other disease,0,0,0,0,0,0,1
1.24514e+18,Why the fuck should COVID19 be covered and not cancer/heart attacks/strokes/etc etc etc etc etc etc?,0,0,0,0,0,0,1
1.24514e+18,"350mbps, unlimited data $60 a month, but was given a $12 per month credit for three months because of coronavirus.",0,0,0,0,0,0,0
1.24514e+18,Point out that the failure of our healthcare system goes beyond the response to coronavirus?,0,0,0,0,0,0,1
1.24514e+18,Climate change and corona are coming for us. No amount of denial can prevent that.,0,0,0,1,0,0,0
1.24514e+18,I dont feel good and I dont know if Im just exhausted from working so much or if I have corona,0,0,0,0,1,0,0
1.24514e+18,How long do you think Australias borders will be closed? Please retweet and share! coronavirus covid19Australia,1,0,0,1,1,0,0
1.24514e+18,After this covid19 is under control..... I'll bet that ties in with pulmonary hypertension.,0,0,0,1,1,0,0
1.24514e+18,How are you guys keeping mentally and physically fit during this madness? coronavirus fitness health whatsnew,1,0,0,0,0,0,0
1.24514e+18,"There is also BC (Before Corona) and AC, which I hope to see someday.",1,0,0,0,0,0,0
1.24514e+18,New month rain ? Lord use this rain to wash Corona away,0,0,1,0,0,0,0
1.24514e+18,I pray God is washing away coronavirus with this rain. Cause I cant stay in my house anymore biko,0,0,1,0,0,0,0
1.24514e+18,Worry about the Coronavirus please!,0,0,0,0,1,0,0
1.24514e+18,I cant believe the new reality that were living in. WH projects more than 100k Coronavirus deaths. SocialDistancing saves lives.,0,0,0,0,1,0,1
1.24514e+18,Not gonna lie...super drunk and its a Tuesday night. Coronavirus sucks!,0,0,0,1,0,1,1
1.24514e+18,Fuck China! Evil LIARS commies news coronavirus kungflu cnn msnbc chinesevirus America,0,0,0,0,0,0,1
1.24514e+18,6.5 Earthquake in central Idaho just before 18:00 tonight. Because COVID19 just isn't enough.,0,0,0,1,1,0,1
1.24514e+18,Im NEVER going to get things done during quarantine cus my COVID19 sleep schedule has me waking up when everything closes,1,0,0,0,0,0,1
1.24514e+18,Where the fuck is Spud. If Boris can manage UK with Covid19 Spud should be at work,0,0,0,0,0,0,1
1.24514e+18,"I was Supposed To Be Buying My Four Wheeler and Business Truck Soon, and Corona Fucking Up my plans",0,0,0,0,0,0,1
1.24514e+18,I need my hair doneeeeee! atp Corona kma . I cant do this nomore,0,0,0,1,0,1,1
1.24514e+18,I miss football . Fuck corona,0,0,0,0,0,1,1
1.24514e+18,"No muthafucka, yall were too busy spreading lies that Coronavirus was a hoax. STFU",0,0,0,0,0,0,1
1.24514e+18,The first Casualty of the corona virus is the TRUTH! The second casualty is COMMON SENSE!!!,0,0,0,0,0,1,0
1.24514e+18,Im sure the people dying essentially of suffocation due to COVID19 totally agree with you.,1,0,0,0,0,0,1
1.24514e+18,"Im so sorry,my heart goes out to all who have had love ones taken by this corona virus.",1,0,1,0,0,1,0
1.24514e+18,"After two weeks of quarantine, Im not at all worried about Covid19. However, I am becoming DEATHLY AFRAID of liver cancer. COVID19",0,0,0,0,1,0,0
1.24514e+18,"Its called COVID19. Learn it, and contribute to eradicate it!",1,0,1,0,1,0,0
1.24514e+18,"Thank the fucking lord, March is over!! Welcome April, month of the Easter Bunny hopefully the month I get my sanity back! COVID19",1,0,1,0,0,0,0
1.24514e+18,"So you, ostensibly a news person, were watching TIger King during the Daily Coronavirus briefing. Explains a lot.",0,0,0,0,0,0,1
1.24514e+18,Many Americans journalist must get their head out of the azz of China if theyre going to report on the COVID19 with accuracy.,0,0,0,0,0,0,1
1.24514e+18,Really hoping this whole covid and shit weather is just all a big April fools joke... covid19,0,0,0,1,1,0,0
1.24514e+18,It just updates me on the corona virus shit and its getting so bad/:,0,0,0,1,0,1,0
1.24514e+18,you need jesus buddy. im sorry you got the corona. Godbless you,0,0,1,0,0,1,0
1.24514e+18,"Please, please, STAY HOME. This is the only way we are going to reduce the spread of COVID19 in our state.",1,1,0,0,0,0,0
1.24514e+18,"200,000 people infected with corona in America. Why are people still not taking this seriously? People are dying.",0,0,0,0,0,0,1
1.24514e+18,This Coronavirus stuff was really freaking me out until Mr. Pillow calmed me down yesterday.,1,0,0,0,1,0,0
1.24514e+18,Tested positive for coronavirus coronavirus along with the rest of my family. Were all ok right now.,1,0,0,0,0,1,0
1.24514e+18,Two weeks without my team Sure miss that crazy crew! Cant wait to get back on the field Covid_19 Quarantine team cuaa beaksdown,1,0,0,0,0,1,1
1.24514e+18,Were going through some biblical grade end-of-times shit rn. COVID19 IdahoEarthquake LocustInvasion,0,0,0,1,1,1,0
1.24514e+18,UFC249 What we wanted: Khabib VS Ferguson Usman VS Masvidal What were getting: Ferguson VS Gaethje Fuck off Corona,0,0,0,0,0,1,1
1.24514e+18,Ive spent the past two weeks recovering from coronavirus. There is work to be done.,1,0,0,0,0,0,0
1.24514e+18,I swear boss...see me planning fake proposal to my girlfriend corona just came and messed up everything,0,0,0,1,0,0,1
1.24514e+18,The whole fact that we needed a virus to make us come together and realize were all human makes me feel all sorts of emotions. coronavirus,1,0,0,0,0,1,0
1.24514e+18,They wont refund me back my flight until the corona virus situation destabilizes ... mf give me back my money!,0,0,0,0,0,0,1
1.24514e+18,coronavirus has started to affect people close to me. Please socially distance if you can.,0,0,0,0,1,0,0
1.24514e+18,"Rehumanization on a global scale is happening during this Coronavirus crisis. Thanks for this insight,",0,1,0,0,0,0,0
1.24514e+18,Dont worry step 2 in her plan will be for the workers to volunteer to take a pay cut once this whole corona blows over.,1,0,0,0,1,0,1
1.24514e+18,SubhanAllah because of the corona virus There are no gay Muslim pride marches Truly Allah SWT is the best of planners,0,1,1,0,0,0,1
1.24514e+18,"Let them goto church, then when they get Coronavirus tell them to go back to church and pray.",0,0,0,0,0,0,1
1.24514e+18,"With all of evidence of symptom-free coronavirus cases probably spreading the virus, why isnt anyone recommend universal COVID19 testing?",0,0,0,0,0,0,1
1.24514e+18,This is beyond monstrous. It's like they actually want a bigger death toll. CoronaVirusUpdates,0,0,0,0,1,0,1
1.24514e+18,He spent weeks claiming that covid19 is no worse than the flu and that there should be no shutdown because economy,0,0,0,0,0,0,1
1.24514e+18,Oooh so now he's gonna blame democrats and fake impeachment for his fucked up COVID19 response. Aha.,0,0,0,0,0,0,1
1.24514e+18,why compare COVID19 to 9/11 deaths? Do we do that every year with the flu?,0,0,0,0,0,0,1
1.24514e+18,Listen to the advice from the KING of wisdomforgiveness supporting one anothe. saudi coronavirus,1,0,0,0,0,0,0
1.24514e+18,I'm doing better than ever! My best month in 2 years!! God bless the coronavirus.,1,0,1,0,0,0,0
1.24515e+18,"God aint gonna save you from corona , STAY HOME AND WASH YA HANDS !",1,0,1,0,0,0,1
1.24515e+18,For the record im blocking any motherfucker that makes a Corona virus april fools joke.,0,0,0,0,0,0,1
1.24515e+18,How would you consider an act of spitting on people by an infected corona virus patient from TablighiJamaat ?,0,0,0,0,0,0,1
1.24515e+18,"As a nurse I thought VRE, MRSA ESBL, and the list goes on but this Covid19 is by far the scariest",0,0,0,0,1,0,0
1.24515e+18,"857,000 coronavirus cases total... 42,000 died, 177,000 recovered the rest still got it .. I cant wait for this to be all over",0,0,0,0,0,1,1
1.24515e+18,"I always tear up when Jim goes into Michaels office in Goodbye, Michael. Every. Damn. Time. covid19 theoffice jimhalpert",0,0,0,0,0,1,1
1.24515e+18,listen i know they tell us to take our minds off of the coronavirus for our own health but this ain't it chief,1,0,0,1,0,1,1
1.24515e+18,Cats have a different virus called feline coronavirus. Its not new and it doesnt affect humans. It makes the poor kitties sick.,0,0,0,0,0,1,0
1.24515e+18,Thanks a trucker by raising the carbon tax. P.S. - youre not working. trudeau COVID19 COVIDCanada,0,0,0,0,0,0,1
1.24515e+18,"Did you notice since the Coronavirus we have had no storms, snow, noreaster? Kinda strange????",0,0,0,0,1,0,0
