ID,tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Joking
1.24515e+18,R.I.P To All Who Have Died From The Coronavirus Please Dont Scroll Without Leaving A,0,0,1,0,0,1,0,0,0,0
1.24515e+18,January - World War 3 Threats February - Australia bushfires March - Coronavirus Whats next?!,0,0,0,1,1,0,1,0,0,0
1.24515e+18,"Second confirmed case of COVID-19 at HOU2. Please, shutdown and deep clean. COVID19",0,0,0,0,0,1,1,0,0,0
1.24515e+18,Get some. F**ck Corona. Get your Phish on. Free on YouTube or site. Fun show also.,0,0,0,0,0,0,1,0,0,0
1.24515e+18,This new month will bring an end to Coronavirus pandemic in Jesus Name. If believe say Amen.,0,0,1,0,0,0,0,0,0,0
1.24515e+18,"During this corona period, youre still breaking up with your boyfriend?? Some girls cant make heaven",0,0,0,0,0,0,1,0,0,0
1.24515e+18,"For the first time in a month, I can breathe normal. I have officially beaten Corona.",1,1,0,0,0,0,0,0,0,0
1.24515e+18,Update: That moms COVID19 test was negative and finally got to see and hold her baby for the first time after 28 hours of separation.,1,0,0,0,0,0,0,0,0,0
1.24515e+18,SAY IN YOUR FUCKING HOUSE LETS GET OVER THIS CORONA SHIT OVER WITH!! SMH,1,0,0,0,0,0,1,0,0,0
1.24515e+18,Stop with the Foolishness! GOD did NOT send COVID19 to punish ANYONE. Folks just out here twisting scriptures.,0,0,0,0,0,0,1,0,0,0
1.24515e+18,This is America Winning...Trump you have failed this nation!! TrumpGenocide PPE COVID19 WhereIsThePPE,0,0,0,0,0,1,1,0,0,0
1.24515e+18,as tomorrow is April fools day pls dont say u have Corona Virus as a joke.,0,0,0,0,1,0,1,0,0,0
1.24515e+18,THE BEST WAY TO FIGHT CORONA VIRUS IS BY NOT GETTING IT. PLIZ STAY HOME.,1,0,1,0,0,0,0,0,0,0
1.24515e+18,Rick is back with a rant. Thanks SocialIsolation PhysicalDistancing COVID19 Covid19Canada,1,1,0,0,0,0,0,0,0,0
1.24515e+18,Well I'm officially miserable with the layoffs due to Trump dropping the ball with coronavirus,0,0,0,0,0,1,1,0,0,0
1.24515e+18,"tomorrow is april fools day I just hope the government says april fools, theres no coronavirus!!",1,0,0,0,0,0,0,0,0,0
1.24515e+18,There's no bigger fuck up than Trump USAid PPE GlovesAndMasks CoronaVirus COVID19 Ventilators,0,0,0,0,0,0,1,0,0,0
1.24515e+18,HEY! Shit cannon! This is your fault. COVID19 TrumpPlague TrumpGenocide BoycottTrumpBriefings,0,0,0,0,0,0,1,0,0,0
1.24516e+18,Coronavirus ruined my senior year. -says every 2020 senior,0,0,0,0,0,1,1,0,0,0
1.24516e+18,"Gotta remember. Everything is impermanent. Dharma COVID19, Trump, Trey from Phish forgetting Fee lyrics. You dig, man?",1,0,0,0,0,0,1,0,0,0
1.24516e+18,"Earthquakes in Idaho/Montana, tornados in AL/MS, Global Pandemic, Toilet Paper shortage, gas is $1.61. This world is whack! COVID19",0,0,0,0,1,1,1,0,0,0
1.24516e+18,interesting case of colitis in a patient with confirmed COVID19,0,0,0,0,0,0,0,0,0,0
1.24516e+18,Civil Society: Mexico's hope COVID19 Coronavirusmexico coronavirus COVID2019mx,1,0,0,0,0,0,0,0,0,0
1.24516e+18,"If I hear someone say when its your time, its your time regarding the whole coronavirus situation Im going to HIT them!!!!",0,0,0,0,0,0,1,0,0,0
1.24516e+18,Catherine is breaking big FISA abuse news but it's being buried by Coronavirus coverage.,0,0,0,0,0,1,1,0,0,0
1.24516e+18,WHY ARE U USING COVID19 AS EXCUSE TO NOT GIVE SCHEDULE TO GOT7 WHEN OTHER GROUPS CAN???????,0,0,0,0,0,0,1,0,0,0
1.24516e+18,Bhad Bhabie and Tyga February 20th Corona Virus Outside Corny ass Mfers,0,0,0,0,0,0,1,0,0,0
1.24516e+18,Fuck Cancer Fuck Corona Funny how they both start with C What a couple of C****,0,0,0,0,0,0,1,0,0,0
1.24516e+18,"Not6FeetApart Put homeless people in hotels!!! COVID19 Fuck you, Nevada !!!",0,0,0,0,0,0,1,0,0,0
1.24516e+18,"i told this boy i had cramps, he gonna say as soon as i started feeling you, you got the coronavirus yall really sickening .",0,0,0,0,1,1,1,0,0,0
1.24516e+18,APRIL IS FINALLY HERE GUYS... Happy New Month Everyone... Stay Corona-Free Protect your loved ones... AprilFoolsDay,1,0,1,0,0,0,0,0,0,0
1.24516e+18,BonespuraVirus is Trumps fault TheLockdown StayAtHome COVID coronavirus EasterSundayMassacre,1,0,0,0,0,0,1,0,0,0
1.24516e+18,"Twitter summary, March 2020: >Doom Eternal >Animal Crossing: New Horizons >Coronavirus quarantine",0,0,0,1,0,0,1,0,0,0
1.24516e+18,Coronavirus confirmed cases increased by 126 in my county since yesterday. Im locking myself in the house.,0,0,0,0,1,0,1,0,0,0
1.24516e+18,if youre one of those people who say oh dont worry the coronavirus only affects old people please shut the fuck up for everyones sake,0,0,0,0,0,0,1,0,0,0
1.24516e+18,"After all this is over, if anyone ever says Coronavirus in my presence again, Im going to flatten their curve.",0,0,0,0,0,0,1,0,0,0
1.24516e+18,"As its April fools day please dont say you have corona virus as a joke, because having corona virus isnt funny",0,0,0,0,0,0,1,0,0,0
1.24516e+18,"Very very smart. Lets pretend it doesnt exist. Oh, ok. Say goodbye to this civilization. WakeUp COVID19",0,0,0,1,0,0,1,0,0,0
1.24516e+18,"Perhaps the president missed the mark by a bit, given he know says the Coronavirus will wipeout 100-200K Americans?",0,0,0,0,0,0,1,0,0,0
1.24516e+18,"Abeg, can they just come out and say Coronavirus was an April Fools joke bc I am TIRED",0,0,0,1,0,0,1,0,0,0
1.24516e+18,Why couldnt this headline say lived instead of died Coronavirus,0,0,0,1,0,1,1,0,0,0
1.24516e+18,Google Cancels April Fools' Day Plans This Year Due to Coronavirus :(,0,0,0,0,1,1,0,0,0,0
1.24517e+18,Heat not Cold Sun not Rain God help us o COVID19,0,0,1,0,0,1,0,0,0,0
1.24517e+18,i stg if anyone says they tested position for corona for an aprils fools joke,1,0,0,0,0,0,1,0,0,0
1.24517e+18,maybe tomorrow the world will say april fools! to the coronavirus and everything will go back to normal,1,0,0,0,0,0,0,0,0,0
1.24517e+18,"Hey you psycho liars at et al, Dr Fauci says Trump acted very early to combat Corona",0,0,0,0,0,0,1,0,0,0
1.24517e+18,Community Spread: The number of confirmed cases of coronavirus in ElPaso now stands at 50.,0,0,0,0,0,1,0,0,0,0
1.24517e+18,"What will you do if your bank deduct 5k from your account and say it is your donation to fight corona virus in Nigeria, what will you do.",0,0,0,0,1,0,1,0,0,0
1.24517e+18,"Only getting on to say I have had my corona break down, Im not having a good time, and Im ready for it to be over And I miss Bailey",0,0,0,0,0,1,0,0,0,0
1.24517e+18,We have no words to say thank to these doctors who are protecting our country from corona crisis.,0,1,0,0,0,0,0,0,0,0
1.24517e+18,This AprilFoolsDay fool I wish someday could just come out an say it Was All Just a Silly joke this Covid19 SALockdown StayAtHome,0,0,0,0,1,1,0,0,0,0
1.24517e+18,"They cant work Skype, were broken hearted. COVID19 LesMis StayHomeStayStrong StopTheSpread",0,0,0,1,0,1,0,0,0,0
1.24517e+18,Watching the American Corona Task Force compared to Trudeau Land offering. Thank GOD for President Trump.,0,1,0,0,0,0,0,0,0,0
1.24517e+18,its april fools today can the coronavirus say sike now,0,0,0,0,0,1,0,0,0,0
1.24517e+18,Besides this coronavirus i have to say 2020 is still being good to me.. swiveling thru all this BS to make it happen!,1,0,0,0,0,0,0,0,0,0
1.24517e+18,i hope that tomorrow corona virus just says april fools and yeets itself into nonexistent,1,0,0,1,0,0,0,0,0,0
1.24517e+18,Lets just say Im really relieved I decided to get lasered before this whole coronavirus came out,1,0,0,0,0,1,0,0,0,0
1.24517e+18,whoever gets the svt billboard issue can yall scan the article CORONAVIRUS REPORT: CAN SPOTIFY BE A GAME CHANGER? bec really what is that.,0,0,0,0,0,0,1,0,0,0
1.24517e+18,"Instead of checking scores, my husband is checking confirmed cases and deaths Coronavirus",0,0,0,0,1,1,1,0,0,0
1.24517e+18,"FIRST BANK OF NIGERIA 3127487169 Savings account Nwanze Samuel Pls don't forget me, this Coronavirus has really dealt with me",0,0,0,1,0,1,1,0,0,0
1.24517e+18,The Antidote to fight corona virus is chloroquine according to Didier Raoult .,1,0,0,0,0,0,0,0,0,0
1.24517e+18,"Okay, Patriots, off to pre-Corona Choke Island! Have good evenings and stay safe! IngrahamAngle",1,0,0,0,0,0,0,0,0,0
1.24517e+18,Governors Fight Back Against Coronavirus Chaos: Its Like Being on eBay With 50 Other States Trump must go!,0,0,0,0,0,0,1,0,0,0
1.24518e+18,"i'm gonna go ahead and say it, i fucking hate this bitch ass coronavirus",0,0,0,0,0,0,1,0,0,0
1.24518e+18,FOIA HER EMAILS RE: CORONAVIRUS!!! Treat her the way Rick Snyder was treated. Equality.,0,0,0,0,0,0,1,0,0,0
1.24518e+18,Parents get ready for more homeschooling! The latest COVID19 reports don't look good in the US. homeschool,0,0,0,1,1,0,0,0,0,0
1.24518e+18,LISTEN UP!!! SEEN A HOSPITAL WHERE THE ENTIRE HAD CORONA PATIENTS AND THEY STARTED EVEN RUNNING OUT OF BEDS,0,0,0,0,1,0,0,0,0,0
1.24518e+18,Im waiting for someone to say to me that all this corona thing is just an April fools joke,0,0,0,1,1,0,0,0,0,0
1.24518e+18,How many fucking idiots think it will be funny to say they have the coronavirus for April Fools tomorrow? Im guessing entirely too many.,0,0,0,0,0,0,1,0,0,0
1.24518e+18,MSNBC has a CoronaVirus Special withwait for itSavanah Guthrie and Hoda Kota. Were doomed.,0,0,0,1,0,0,1,0,0,0
1.24518e+18,Atleast Due To Corona Virus NOW People E Spending Time With There Families,1,0,0,0,0,0,0,0,0,0
1.24519e+18,"Sam Neill, aka is officially my new favorite person. coronavirus COVID19",1,0,0,0,0,0,0,0,0,0
1.24519e+18,Happy New (Financial) Year.. May this year depreciate the Corona Virus by straight line method. GoCoronaCoronaGo,1,0,0,1,0,0,0,0,0,0
1.24519e+18,Happy India day! Fight over Tablighi vs Tirupathi. Corona:0 Communal:1,1,0,0,0,0,0,0,0,0,0
1.24519e+18,Whatever Pakistani media says world admits IK ways to contain COVID-19,1,0,0,1,0,0,1,0,0,0
1.24519e+18,Update: neighbors just asked me to come party lol to bad I'm working and the corona won't let me...,0,0,0,0,0,1,0,0,0,0
1.24519e+18,CORONAVIRUS REALLY TOOK WOMENS MONTH AWAY FROM US,0,0,0,0,0,0,1,0,0,0
1.24519e+18,coronavirus better say april fools tmr cause im done,1,0,0,0,0,1,1,0,0,0
1.24519e+18,"The first person I hear say Coronavirus is over......April Fools! tmo, is gonna get a punch in the throat.",0,0,0,0,0,0,1,0,0,0
1.24519e+18,Pray Tahajjud in Sha Allahmake dua for the ummah. May Allah forgive us and may He remove corona virus before Ramadan In Sha Allah. Ameen,0,0,1,0,0,0,0,0,0,0
1.24519e+18,Daniel Brother Just Died From The Coronavirus Yall This Shit Is Real Smh Im So Hurt Rn,0,0,0,0,1,1,1,0,0,0
1.24519e+18,"RIP JeffGrosso Skateboard Legend , This CoronaVirus is serious, please stayhome and stay safe",1,0,0,0,0,1,0,0,0,0
1.24519e+18,Today the main unofficial advice is to wear a mask. Sounds good until you try to actually finds masks to buy! COVID19,0,0,0,1,0,0,1,0,0,0
1.24519e+18,its official. He committed massacres via coronavirus. Guilty TrumpKnew,0,0,0,0,0,0,1,0,0,0
1.24519e+18,RT sheila_ao RT stengel: PLEASE STOP TELEVISING THESE CORONA CAMPAIGN RALLIES LIVE. THEY ARE BAD FOR THE PUBLIC HEALTH.,0,0,0,0,0,0,1,0,0,0
1.24519e+18,COVID19 Returned to watching The Walking Dead on Foxtel as its slightly less depressing than real life WalkingDead,1,0,0,0,0,1,0,0,0,0
1.24519e+18,Today we intubated uncle of one of our nurses.. she broke into tears. I didnt have any words to say COVID19,0,0,0,0,0,1,0,0,0,0
1.2452e+18,Let Create a hashtag in Social Media for the People of Bangladesh. BoloNaToCorona,1,0,0,0,0,0,0,0,0,0
1.2452e+18,Louisiana Pastor Said He Violated Governors COVID-19 Order Because the Lord Told Us to.. USA.. coronavirus..,0,0,0,1,0,0,1,0,0,0
1.2452e+18,THIS. Moving image from NYC says it all. My heart breaks...it didn't have to go like this. TrumpGenocide COVID19,0,0,0,0,0,1,0,0,0,0
1.2452e+18,Hello it has officially taken 18 quarantined days to have the first corona related cry,0,0,0,0,0,1,1,0,0,0
1.2452e+18,Face Mask N95 KN95 Hand Sanitizer Anti Coronavirus Products Supplier,0,0,0,0,1,0,0,0,0,0
1.2452e+18,Donald Trump makes the Emperor Nero seem like Winston Churchill COVID19 CoronavirusTruth,0,0,0,1,0,0,1,0,0,0
1.2452e+18,goddddd i wanna kiss [redacted] so baddddddd coronavirus confirmed homophobe,0,0,0,1,1,0,0,0,0,0
1.2452e+18,STOP EXPECTING ESSENTIAL WORKERS TO PUT THEMSELVES AT RISK WITHOUT PROPER PROTECTIONS IN PLACE COVID19,0,0,0,0,0,0,1,0,0,0
1.2452e+18,"Looking for SomeGoodNews and even More Good News on the COVID19, be sure to follow and",1,0,0,0,0,0,0,0,0,0
1.2452e+18,"Stay at HOME. WASH YOUR HANDS. DON'T TOUCH YOUR EYES, NOSE AND MOUTH. NO HUGS.... NO HANDSHAKES BE CORONA FREE",1,0,0,0,0,0,0,0,0,0
1.2452e+18,"Corona plz say April fools tmmr , were tired ..",1,0,0,1,0,1,0,0,0,0
1.2452e+18,COVID19 Coronavirus Ford and General Electric are BetterTogether helping Americans during a crisis!,1,0,0,0,0,0,1,0,0,0
1.2452e+18,"I DO NOT CARE HOW ATTRACTIVE YOU THINK YOU ARE BITCH STAY YA HOE ASS IN THE HOUSE. YOU ALREADY GOT CHLAMYDIA, YOU WANT CORONA TOO?",0,0,0,0,0,1,1,0,0,0
1.2452e+18,I Need Too Make Some Cash Onna Side This Corona Quarantine Shit Is Inna Way,0,0,0,0,0,1,1,0,0,0
1.2452e+18,i need a hug from one person and one person only but instead corona says fuck you,0,0,0,0,0,1,1,0,0,0
1.2452e+18,Fuck this corona virus bs. What could have been a start to my corporate career has been officially ruined.,0,0,0,0,0,1,1,0,0,0
1.2452e+18,December: Juice Wrld Death January: Gigi and Kobe Death February: Pop Smoke Death March: Coronavirus April: ????,0,0,0,0,1,0,0,0,0,0
1.2452e+18,A reminder that tomorrow is April and Corona Virus Aprils Fools Jokes arent funny...,0,0,0,0,0,0,1,0,0,0
1.2452e+18,People who catfish and dont say the truth should get coronavirus and fucking die......,0,0,0,0,0,0,1,0,0,0
1.2452e+18,"Another Payment from SRIKRISHNA PANCHADHARA, Transaction id:8737A0031891897. For corona fight.",1,1,0,0,0,0,0,0,0,0
1.2452e+18,Poor Florida. Prepare Gov. DeSantis will own the many CoronavirusUSA DeSantis,0,0,0,1,1,0,0,0,0,0
1.2452e+18,Terrible Terrible News. WHAT Is This World Coming To......?? From 666 CoronaVirus,1,0,0,1,1,0,0,0,0,0
1.2452e+18,"Ok its apr 1st news when the government comes out and says COVID19 was just a joke, right? Right?",1,0,0,1,1,0,0,0,0,0
1.24521e+18,"okay its april fools, time to say this corona shit was a prank",1,0,0,0,0,1,1,0,0,0
1.24521e+18,Is corona virus an April fools joke? Plz say yes.,1,0,0,0,1,0,0,0,0,0
1.24521e+18,Father Is A New Month Regardless Of Corona Im Still Alive,1,1,0,0,0,0,0,0,0,0
1.24521e+18,USS Ronald Reagan and USS Theodore Roosevelt have covid19 outbreaks. Holy fuck.,0,0,0,0,0,1,1,0,0,0
1.24521e+18,Getting ready for all the April Fools/Corona Virus tweets. StayAtHome,1,0,0,0,0,0,1,0,0,0
1.24521e+18,TablighiJamaat COVID19 DelhiBurning NizamuddinMarkaz (:- Many people Spread corona. Kya ho raha hai !,0,0,0,0,0,1,1,0,0,0
1.24521e+18,Corona virus please say April fools u got me ...I need to GO OUT ALREADY,1,0,0,0,0,1,0,0,0,0
1.24521e+18,If you say you got Coronavirus as an April fools joke I'm I'm reporting you to the,0,0,0,0,0,0,1,0,0,0
1.24521e+18,My aunt and uncle tested positive for covid19 a week ago and they are officially recovering,1,0,0,0,0,1,0,0,0,0
1.24521e+18,"Hello..Good Morning, April! Please be nice! Corona..corona..go away Little children want to play Corona..corona..go away (pleeease..)",1,0,0,0,0,0,0,0,0,0
1.24521e+18,Plot twist trump says no voting because of coronavirus and he stays president....I think Id poison myself...,0,0,0,0,1,0,1,0,0,0
1.24521e+18,Sorry to say but July 4th may really feel like Independence day a lot more this year. I hope we are out by then.... coronavirus 4thofjuly,1,0,0,0,0,0,0,0,0,0
1.24521e+18,well its officially april 1st and no one has come out and said this whole corona thing is a joke,0,0,0,1,0,1,0,0,0,0
1.24521e+18,All I gotta say is the corona virus taught me who my real friends were,0,0,0,1,0,0,0,0,0,0
1.24521e+18,The longest ever March is over guys!!!!!!! StaySafe coronavirus Welcome April. Hope something good is on the way!,1,0,0,0,0,0,0,0,0,0
1.24521e+18,Cant Wait To Hear Corona Virus Is Finally Gone,1,0,0,0,0,0,0,0,0,0
1.24521e+18,Perhaps Tommy Malthus and Paul Ehrlich were onto something after all MalthusianPrinciple neoMalthusianism coronavirus,1,0,0,0,0,0,0,0,0,0
1.24521e+18,I'm going to just say it now.. I'm not in the mood for any April Fool's bs this year. Too much going down! StayHome coronavirus COVID19,0,0,0,0,0,0,1,0,0,0
1.24521e+18,Hope corona virus says April fool and back off Davs covid19 corona virus staysafe stayinside,1,0,0,1,0,0,0,0,0,0
1.24521e+18,Asslam o Alaikum! Good morning everyone May ALLAH (SWT) save protect us all from corona,0,0,1,0,0,0,0,0,0,0
1.24521e+18,Aspen really sent out an email saying dont forget rents due tomorrow WELL I LOST MY JOB BC OF CORONA SO SAY APRIL FOOLS RN,0,0,0,0,0,0,1,0,0,0
1.24521e+18,WHAT IS THEIR PROBLEM OMGG STAY HOME!! Theyre literally friends with ppl who got diagnosed with corona. This isnt a joke.,0,0,0,0,0,0,1,0,0,0
1.24521e+18,"Man this corona is really messing up a lot of things I cant even say this enough, have a lot of things to arrange",0,0,0,0,0,1,1,0,0,0
1.24521e+18,Anyone who says theyre pregnant or has coronavirus as an April Fools joke tomorrow is a fuckhead.,0,0,0,0,0,0,1,0,0,0
1.24521e+18,"PSA: BE THANKFUL FOR WHAT YOU HAVE, SHUT UP, ENJOY YOUR BORING ASS TIME AT HOME. COVID19",1,0,0,0,0,0,1,0,0,0
1.24521e+18,"If I see a single person say bro I got Coronavirus for April fools you're not funny, I will beat you to death with my bare fucking hands.",0,0,0,0,0,0,1,0,0,0
1.24521e+18,I wish in the am Trump get on tv nd say Corona Virus was an April Fools joke nd we can come back outside,1,0,0,0,0,1,0,0,0,0
1.24521e+18,Everyone telling people that you got the Coronavirus just to say April fools I hope you get hit by a fucking car,0,0,0,0,0,0,1,0,0,0
1.24521e+18,"Three teams are fighting Covid19 day night: 1: Doctors, Nurses, Health Officials. 2: Modis PR team. 3: IT cell",0,1,0,0,0,0,0,0,0,0
1.24521e+18,Crazy how Dallas became a ghost town COVID19 COVID lockdown CoronavirusPandemic COVID19,0,0,0,0,0,1,0,0,0,0
1.24521e+18,Covid19 China_Originated_Virus_In_December_2019 TablighiJamaat is Spreader !! coronavirus TablighiJamaat NizamuddinMarkaj,0,0,0,1,0,0,0,0,0,0
1.24521e+18,Indian Media is All about Hindu Muslim Even In Pandemic. TablighiJamaat CoronaJihaad lockdown COVID19 coronavirus,0,0,0,1,0,0,1,0,0,0
1.24521e+18,i hope the government tomorrow says April Fools were opening everything up aint no corona,1,0,0,0,0,0,0,0,0,0
1.24521e+18,"IS THE MOST DISRESPECTFUL ROACH ON PLANET EARTH, I SAY CORONA TAKES HER FIRST",0,0,0,0,0,1,1,0,0,0
1.24521e+18,"I stg if they say jk, coronavirus is fake today Im gonna be pissed AprilFools COVID19",0,0,0,0,0,0,1,0,0,0
1.24522e+18,Medicines Patent Pool: not a new idea. Jump into the Pool! COVID19,1,0,0,1,0,0,0,0,0,0
1.24522e+18,Oh so trump why you didnt just say the prince them about to sacrifice his dad with the corona virus you god see yall crazy,0,0,0,0,0,0,1,0,0,0
1.24522e+18,Scary! NYT says that the world could remain on a kind of indefinite lockdown until a vaccine or treatment of COVID19 is found.,0,0,0,0,1,0,0,0,0,0
1.24522e+18,Oh ok. They are recommending ics to not go say goodbye in person bc of covid-19.,1,0,0,0,1,1,0,0,0,0
1.24522e+18,So its April fools day and Im waiting for someone to say that all this corona shit is fake so we can all go back to our normal lives,1,0,0,0,0,1,0,0,0,0
1.24522e+18,Till one moth back ventilators were ATM machines of private hospitals. Now Its officially life saver! Best thing in Post corona era!,1,1,0,0,0,0,0,0,0,0
1.24522e+18,I SWEAR TO GOD IF SOMEONE SAYS APRIL FOOLS WITH THIS CORONA VIRUS SHIT IM FLIPPIN OUT.,0,0,0,0,0,0,1,0,0,0
1.24522e+18,have a feeling there's gonna be a lot of corona related April fool's jokes tmmrw and if you're considering making one let me just say Don't,0,0,0,0,0,0,1,0,0,0
1.24522e+18,"Sir, Our Kapil Mishra jee HAS DONATED WHOLE COMMUNAL HATE EVEN WHEN OUR NATION IS SUFFERING FROM CORONAVIRUS.",0,0,0,0,0,0,1,0,0,0
1.24522e+18,"FATHER, FOR THE SAKE OF THE RIGHTEOUS, DELIVER THE NATIONS OF THE EARTH FROM THE SCOURGE OF CORONAVIRUS Genesis1:26 HAPI NU MONTH",0,0,1,0,0,0,0,0,0,0
1.24522e+18,Human Covid19 = Virus Vaccines = Cure Mother Nature Human = Virus Covid19 = Cure,1,0,0,0,0,0,0,0,0,0
1.24522e+18,we are going to learn a lot from this coronavirus... you know what they say hindsight is 2020,1,0,0,0,0,0,0,0,0,0
1.24522e+18,Even Common Sense News must be Sensationalized COVID19,1,0,0,0,0,0,0,0,0,0
1.24522e+18,"Lets conquer this battle against Corona Virus l! Stay home, Stay Safe!",1,0,0,0,0,0,0,0,0,0
1.24522e+18,The man says it like it is. Listen to him please. Follow his advice. coronavirus COVID19,1,0,0,0,0,0,0,0,0,0
1.24522e+18,ZEP to play MSG! No audience. PPV only. Benefit for Corona Nurses.,1,1,0,0,0,0,0,0,0,0
1.24522e+18,So yes it is confirmed that these corona virus kind of viruses can be made in laboratories. AllahoAkbar,0,0,0,0,1,1,0,0,0,0
1.24522e+18,Anyone can get COVID19 our Governor Cuomo brother Chris Cuomo has contracted it let this be a lesson stay HOME,0,0,0,1,0,0,1,0,0,0
1.24522e+18,Its April 1st and if the government says April fools there was no corona virus im setting this bitch off,1,0,0,0,0,0,1,0,0,0
1.24522e+18,"Soo, when they gonna say April fools to coronavirus bein a thing?",0,0,0,1,0,0,0,0,0,0
1.24522e+18,"People not worth listening to, Vol (Take Your Pick) : Toby Young. Covid19",0,0,0,1,0,0,1,0,0,0
1.24522e+18,How many deaths in Washington State from coronavirus? Washington Health Department isnt sure.,0,0,0,0,0,0,1,0,0,0
1.24523e+18,I hope the coronavirus gets the nerds who say water isnt wet first So sick of that dumb argument... SHUT UP,0,0,0,1,0,0,1,0,0,0
